row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_03_BB_10mM.mzML Peak height,20260428_CVOL_Group_03_IAA_50uM.mzML Peak height,20260428_CVOL_Group_03_Pt_1A_0m.mzML Peak height,20260428_CVOL_Group_03_Pt_1A_20m.mzML Peak height,20260428_CVOL_Group_03_Pt_1B_0m.mzML Peak height,20260428_CVOL_Group_03_Pt_1B_20m.mzML Peak height,20260428_CVOL_Group_03_Pt_2A_0m.mzML Peak height,20260428_CVOL_Group_03_Pt_2A_20m.mzML Peak height,20260428_CVOL_Group_03_Pt_2B_0m.mzML Peak height,20260428_CVOL_Group_03_Pt_2B_20m.mzML Peak height,20260428_CVOL_Group_03_QC_01.mzML Peak height,20260428_CVOL_Group_03_QC_02.mzML Peak height,20260428_CVOL_Group_03_QC_03.mzML Peak height,20260428_CVOL_Group_03_QC_04.mzML Peak height,20260428_CVOL_Group_03_QC_05.mzML Peak height,20260428_CVOL_Group_03_QC_06.mzML Peak height,20260428_CVOL_Group_03_bl.mzML Peak height,20260428_CVOL_Group_03_wt_1A_0m.mzML Peak height,20260428_CVOL_Group_03_wt_1A_20m.mzML Peak height,20260428_CVOL_Group_03_wt_1B_0m.mzML Peak height,20260428_CVOL_Group_03_wt_1B_20m.mzML Peak height,20260428_CVOL_Group_03_wt_2A_0m.mzML Peak height,20260428_CVOL_Group_03_wt_2A_20m.mzML Peak height,20260428_CVOL_Group_03_wt_2B_0m.mzML Peak height,20260428_CVOL_Group_03_wt_2B_20m.mzML Peak height,20260428_CVOL_bk_mapp_pre_01.mzML Peak height,
85,263.236905827641,0.5362471,,,,,,,,,,,1.5421042E7,2.210572E7,1.4923361E7,1.8436914E7,1.9079004E7,1.5889881E7,1.6674658E7,1.5802628E7,1.5626642E7,1.5980921E7,8426248.0,9146366.0,9892926.0,1.0150361E7,1.1986428E7,1.0251239E7,2.6360878E7,1.8825836E7,1.5786868E7,1.795449E7,1.8245518E7,1.8603264E7,1.5914516E7,1.5550187E7,1.5350039E7,0,
86,245.2261897418783,0.5362904,,,,,,,,,,,3568560.8,4866321.5,3235367.0,4168647.2,4323604.0,3847992.2,3789599.5,3488780.8,3226292.8,3740163.5,1909667.8,2068525.1,2322160.2,2147754.0,2512218.2,2369053.8,5553034.0,4363915.5,3368239.0,3626830.5,4125755.5,4045516.0,3500659.0,3301813.2,3504034.5,0,
87,280.264016624717,0.53938735,,,,,,,,,,,1.2565887E8,1.7432394E8,1.1841048E8,1.4484077E8,1.4041702E8,1.2295996E8,1.343587E8,1.2496821E8,1.2908063E8,1.2331055E8,7.375726E7,7.703692E7,8.58883E7,8.490886E7,9.83103E7,8.621602E7,2.1391107E8,1.4913078E8,1.2099351E8,1.5105803E8,1.392322E8,1.46056E8,1.3352678E8,1.2389918E8,1.23008856E8,746257.56,
88,281.2675890415647,0.5386067,,,,,,,,,,,2.4175916E7,3.3181698E7,2.2665592E7,2.7720376E7,2.6640112E7,2.3630496E7,2.505423E7,2.4375822E7,2.542315E7,2.3495152E7,1.4396282E7,1.4865903E7,1.6463662E7,1.64877E7,1.8795746E7,1.6558459E7,4.0381976E7,2.8350174E7,2.3562122E7,2.9187168E7,2.7428712E7,2.7618248E7,2.5061256E7,2.3715154E7,2.2854856E7,0,
89,394.28707145938256,0.5289822,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.7910906E8,1.7283909E8,1.4301536E8,1.4791006E8,1.7804978E8,2.1372554E8,0,0,0,0,0,0,0,0,0,0,
90,296.2580847853667,0.5400814,,,,,,,,,,,1.4539044E7,2.114187E7,1.5165372E7,1.5735368E7,1.8477862E7,1.6033047E7,1.572168E7,1.5028574E7,1.6116946E7,1.329916E7,9397715.0,9382468.0,1.0271061E7,1.0292388E7,1.187752E7,9416769.0,2.5240744E7,2.121772E7,1.5820902E7,2.1473076E7,1.990625E7,1.8358186E7,1.5227308E7,1.3261774E7,1.2943027E7,0,
91,278.2483161881119,0.5461913,,,,,,,,,,,2.7383798E7,3.3014232E7,2.4299298E7,3.0432098E7,2.641329E7,2.5805212E7,2.5765192E7,2.4494228E7,2.7804748E7,2.4068516E7,1.5056313E7,1.5250989E7,1.8391402E7,1.7670436E7,1.9793462E7,1.6389561E7,3.950474E7,3.2261894E7,2.4494258E7,3.0094612E7,2.995404E7,2.8877514E7,2.5699556E7,2.4801042E7,2.4846542E7,0,
92,320.2555403929948,0.5514936,,,,,,,,,,,3376807.0,3523816.5,4208178.0,5288372.5,4059789.2,4095727.0,3844741.8,4029362.2,3994298.2,4410622.0,3415492.2,3238723.0,3918521.2,4010587.2,4445482.0,3618837.8,2959293.8,4191897.8,4036536.0,3232013.5,4660480.5,4437189.5,3615367.2,4069717.8,4462945.0,0,
93,279.25188775116186,0.5511505,,,,,,,,,,,5053324.5,6565142.0,4583935.5,6055771.5,5015926.0,4644949.5,4761244.0,4460915.5,4995932.0,4453452.0,2893135.2,2882385.8,3281458.2,3765634.8,3727191.5,3126657.5,7535212.0,5922065.5,4499327.0,5466241.0,5207818.5,5517989.0,4607349.0,4343398.5,4704049.5,0,
94,294.2423457501515,0.5549802,,,,,,,,,,,2376587.5,3091519.2,3321900.0,4050109.8,4000055.0,3809685.8,3139138.0,3316387.5,3576658.8,3250280.0,2075902.5,1870637.0,2197301.5,2120751.5,2678800.5,2454354.8,3527386.2,5223775.0,3818489.8,4593844.5,5003349.0,4437279.5,2945902.0,3428167.8,3061991.2,0,
95,228.19544802378456,0.5550774,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2223779.8,2309038.0,2462068.5,2713121.8,2756759.5,2576074.2,705196.4,0,0,0,0,0,0,0,0,0,
96,135.08047413912652,0.57202876,,,,,,,,,,,2738850.2,4970456.5,737027.7,910674.56,0,789632.44,0,827692.94,637143.25,766718.44,0,0,0,0,0,602826.5,1.4255415E7,901377.06,0,655634.75,674359.4,1379760.2,974232.5,737483.8,644550.06,0,
97,418.21927144760684,0.56508213,,,,,,,,,,,1669767.9,2667868.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6515580.0,0,0,0,0,0,0,0,0,0,
98,846.4429010492937,0.5617908,,,,,,,,,,,6767953.5,1.6767004E7,0,623728.25,0,0,0,0,0,0,0,0,0,0,0,0,6.840336E7,0,0,0,0,0,558657.0,0,0,0,
99,276.23240364323004,0.56588155,,,,,,,,,,,3109450.5,3352085.2,2981554.0,3110747.8,3752215.2,3503556.5,2483760.0,3673021.8,3297405.8,3381333.5,2219864.0,1910321.8,2144586.0,2078882.4,2286848.2,2489668.8,3008825.8,4301434.5,3311301.5,3589426.2,3920405.5,3922547.2,2802219.2,3419582.5,2948907.0,0,
100,397.20098236630605,0.5697934,,,,,,,,,,,2935150.8,4881216.0,0,0,0,611220.94,0,0,0,675794.3,0,0,0,0,0,0,1.2493929E7,0,0,595258.6,0,771403.5,676677.25,0,617053.25,0,
101,453.1672034333588,0.56824154,,,,,,,,,,,8446149.0,1.0578877E7,3394836.2,3789736.8,3808787.2,3985334.2,3384909.8,3694396.5,3344704.5,3799199.8,1698836.4,2131180.8,2889237.5,2739512.0,3053366.2,3032399.8,9625540.0,2927756.5,3122720.8,3308547.5,3266387.2,4381534.0,3877558.0,3365776.0,3896375.2,0,
102,252.23226432019106,0.5691212,,,,,,,,,,,4248486.5,4528621.5,3414846.8,3829386.5,3637516.8,3316357.8,2650376.8,3640301.0,3937812.8,3271318.8,2460907.0,2234567.5,2645273.2,2285901.8,2804608.8,2687811.8,3844572.8,3955656.5,4075611.0,3840343.2,3964916.2,4235820.5,3170808.2,3045197.5,3270036.2,0,
103,437.19318277363294,0.5691154,,,,,,,,,,,3.0016882E7,3.0175676E7,1.0557626E7,1.0492552E7,1.1666402E7,1.1223905E7,1.0128947E7,1.0635573E7,1.027792E7,1.2220493E7,6723674.0,6602291.5,8128631.5,6954798.5,8314559.5,9023364.0,4.062333E7,8830199.0,9595275.0,8753827.0,1.0089173E7,1.2365984E7,1.1760192E7,1.0330651E7,1.0966672E7,0,
104,202.18021221786722,0.5772706,,,,,,,,,,,0,0,0,0,0,0,0,0,0,657703.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348804.5,
105,282.14282195438756,0.57444876,,,,,,,,,,,1344986.1,1779461.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524174.0,0,0,0,0,0,0,0,0,0,
106,295.117602528472,0.5711439,,,,,,,,,,,2262120.5,3754284.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.009669E7,0,0,0,0,0,0,0,0,0,
107,458.25358839027507,0.5711439,,,,,,,,,,,2416688.8,4301671.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0302403E7,0,0,0,0,0,0,0,0,0,
108,415.21136864520986,0.57323885,,,,,,,,,,,3.096253E8,4.940859E8,5.9605564E7,6.4876492E7,6.27882E7,6.1200804E7,5.438292E7,6.2584692E7,5.6304044E7,6.4034664E7,3.4056756E7,3.4018E7,3.9281936E7,3.4984876E7,3.792802E7,4.465002E7,1.2143523E9,5.848468E7,5.52014E7,6.1333124E7,5.7619896E7,7.54385E7,6.594E7,5.3490784E7,6.2150456E7,0,
109,432.2379258238995,0.57484615,,,,,,,,,,,1.4244494E8,2.4574187E8,2.974407E7,3.199777E7,3.2079986E7,3.0590084E7,2.5992088E7,3.1441502E7,2.7964716E7,3.1977222E7,1.7337698E7,1.6879724E7,1.9548074E7,1.775431E7,2.0278882E7,2.2391356E7,6.629275E8,2.7971064E7,2.852731E7,3.0064524E7,2.7998748E7,3.647319E7,3.3015678E7,2.6272614E7,2.928596E7,0,
110,281.1389442512107,0.57520604,,,,,,,,,,,8687481.0,1.4323473E7,1582333.9,1931398.5,1686477.1,1681448.6,1606664.9,1738051.6,1480690.1,1736261.5,1026544.9,1156388.0,1160595.8,1058953.4,1137264.2,1351645.8,3.9365012E7,1562051.5,1632855.2,1636028.8,1683804.2,1835031.0,1699454.8,1506890.8,1837264.5,0,
111,172.13311596517892,0.57999456,,,,,,,,,,,996781.75,0,2550544.8,1582456.2,2580729.0,2342611.8,1757997.0,3946453.2,2491616.0,2354547.5,3378490.8,2788871.8,3128947.5,3487920.5,3680459.0,3622214.5,0,5181084.0,3680938.5,3772705.0,3909504.0,5144401.0,2717148.0,1973984.9,1738668.4,0,
112,851.3983998542639,0.5840889,,,,,,,,,,,4906409.5,5659337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9652474.0,0,0,0,0,0,0,0,0,0,
113,459.2482794244266,0.5847353,,,,,,,,,,,3803538.2,3744810.5,1732731.1,1638655.0,1597694.8,1330514.1,1459405.5,1421118.1,1285768.8,1337486.9,1038437.25,1090529.5,1474947.8,1083785.0,991512.4,1229218.1,4842316.5,1229269.4,1046208.5,1215971.4,1380754.6,1475943.2,1306841.8,1106270.9,1493296.5,0,
114,288.25300506962367,0.58970433,,,,,,,,,,,4231422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,446.2536369231164,0.5989229,,,,,,,,,,,4850714.0,5032696.5,1314084.8,1265100.9,1221687.5,1169448.9,1105675.9,1116372.1,1126055.2,1098042.2,1070518.5,859509.3,1186702.1,1028145.7,859542.2,0,9335105.0,901211.44,1200115.0,1112325.0,1255456.5,0,949529.44,1126701.4,1377954.4,0,
116,409.1743631177712,0.60213417,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2794488.0,2807845.8,3261997.8,3740543.2,3718086.0,4464268.5,0,0,0,0,0,0,0,0,0,0,
117,387.19307014197125,0.60766995,,,,,,,,,,,1095229.2,0,1092124.8,898934.6,1278890.5,902800.3,797154.44,0,915278.25,662551.3,1.6530564E7,1.4353893E7,1.6628526E7,1.8627422E7,1.7391788E7,2.1208126E7,7467325.0,696463.94,642815.44,1028736.8,0,779581.2,582272.2,0,820632.3,0,
118,193.14319646581347,0.6109244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2413406.5,2162880.0,2435408.8,2552957.0,2620039.5,2300583.0,0,0,0,0,0,0,0,0,0,0,
119,404.21867837203314,0.60931695,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1095743.1,0,1174410.0,1329130.8,1242036.6,1377161.2,0,0,0,0,0,0,0,0,0,0,
120,209.13814590780242,0.61366886,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1108262.9,1017442.2,1163614.0,1265007.2,1161000.8,1304766.4,0,0,0,0,0,0,0,0,0,1383700.2,
121,311.22137040181974,0.62153345,,,,,,,,,,,0,0,0,1256602.4,561333.06,986486.7,0,0,0,662757.56,0,0,0,0,0,0,0,0,634097.94,0,0,0,1086937.1,688319.2,1437012.9,0,
122,792.5621881353757,0.62269616,,,,,,,,,,,0,0,8542389.0,1.2961628E7,9567402.0,9696055.0,5423160.0,7277600.5,1.0091752E7,7313213.5,3258275.2,3249609.8,3672656.2,3814191.0,3869683.2,4961200.5,0,1.2619227E7,1.0607411E7,1.4504687E7,9169499.0,1.2988522E7,7246087.5,6461140.0,8112138.5,0,
123,225.19615450335635,0.62525266,,,,,,,,,,,1325297.0,1183294.8,1557791.5,1401712.0,1421535.9,1183748.8,1459539.1,1116894.0,1394749.9,1262373.9,565280.75,0,0,0,0,631610.2,2649572.2,1342663.8,1461311.0,1272077.2,1176391.8,1465277.2,1482665.1,1273368.1,1418271.9,0,
124,613.4830178183772,0.6213861,,,,,,,,,,,0,0,940788.06,1373698.8,1116290.5,991285.5,0,799448.4,1111826.6,777003.0,0,0,0,0,0,0,0,1385608.5,1106132.2,1422461.8,891593.4,1376357.2,762930.44,766215.44,899485.2,0,
125,797.5174313454932,0.6290352,,,,,,,,,,,0,0,2062987.2,2323205.0,1995333.9,2037328.1,1715817.6,1796198.6,2010995.0,1736052.4,1132855.6,1244337.0,1216553.5,1501524.9,1229782.0,1261568.1,0,1619290.1,1994933.4,1943029.1,1573054.4,2275501.2,1792720.9,1771010.5,1935110.4,0,
126,764.5309523924891,0.6290576,,,,,,,,,,,0,0,4967561.0,7093340.5,5499316.5,5533971.0,2753401.8,3648795.8,5490684.0,3616426.5,2215679.0,2358633.0,2288610.2,2756451.5,2792610.0,3097540.5,0,9675441.0,8007848.0,1.1446528E7,6628331.5,8338475.5,4605793.0,4173752.0,4605500.0,0,
127,769.4862351739646,0.6390632,,,,,,,,,,,0,0,1294551.5,1324294.5,1277469.4,1314075.2,991789.56,1071044.4,1227173.5,980468.0,905843.56,917560.4,0,948770.25,901013.44,973043.94,0,1496689.4,1526200.1,1702561.6,1319285.6,1503646.6,1180328.4,1244913.9,1310880.9,0,
128,520.332815339558,0.6485882,,,,,,,,,,,1752461.1,2651393.0,0,0,1299855.0,0,0,0,0,0,876538.9,722700.0,710656.94,879880.6,646144.5,581994.3,2374377.0,0,0,0,0,0,0,0,0,0,
129,476.30625403803714,0.6550473,,,,,,,,,,,3168330.8,4641956.5,0,0,1478742.2,0,0,0,0,0,1046936.6,1005468.4,1087946.4,1021561.9,921584.2,931268.7,4779190.0,0,0,0,0,0,0,0,0,0,
130,511.2301760079665,0.6596287,,,,,,,,,,,1677220.1,2504124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679442.0,0,0,0,0,0,0,0,0,0,
131,244.2634789855125,0.675923,,,,,,,,,,,2234572.5,1881363.5,2825832.0,2610180.8,2341297.0,2516022.8,1518658.5,2634949.8,2674642.0,2180746.8,1213920.0,1200043.5,1033932.44,1109183.2,1242627.2,1193806.0,4425269.0,2796853.0,2364726.2,2364888.0,2346153.0,2115960.8,2684248.8,2410661.0,2323631.0,0,
132,402.3578010503929,0.6773924,,,,,,,,,,,0,0,0,0,0,0,0,0,1342663.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,316.3209469607934,0.6786496,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515367.2,
134,327.2009868310544,0.6807664,,,,,,,,,,,0,563215.56,0,0,0,0,0,0,0,0,1806544.0,1679753.2,1357107.4,1358632.9,1581256.9,1738705.1,957253.5,0,0,0,0,0,0,0,0,0,
135,284.1776891231629,0.69340056,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2394260.2,1916824.0,1809775.6,1722077.9,1845164.1,2275248.0,0,0,0,0,0,0,0,0,0,0,
136,239.14884149249386,0.7210058,,,,,,,,,,,1275417.2,1204627.6,1184033.5,1764173.1,1589432.2,1518125.9,1177366.1,1234405.0,1305971.5,1206887.1,2.8551084E7,2.8879762E7,2.548372E7,2.8175114E7,3.3404614E7,3.1746594E7,1873310.9,1951131.0,1477152.2,1100076.0,1627699.9,1263372.9,1573818.4,1697248.2,1211630.8,2034879.4,
137,297.16712831183884,0.7339367,,,,,,,,,,,1450334.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,133.08590503587143,0.73549014,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1404750.6,1568516.4,1553343.6,1593970.8,1937614.0,1732907.4,0,0,0,0,0,0,0,0,0,0,
139,177.11203369815794,0.7391624,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1023495.6,1113316.2,1186048.2,1119428.9,1391513.2,1198728.4,0,0,0,0,0,0,0,0,0,0,
140,272.25858878842854,0.74179286,,,,,,,,,,,2921843.2,1702999.4,2653530.8,2204339.8,3074165.5,2483322.5,2989548.0,2901748.5,3279877.0,3218078.2,795734.94,0,0,0,1371031.9,914333.94,3021547.2,2083464.6,3517300.5,2046886.2,3428620.5,2935847.8,2038314.5,3473516.2,2253745.0,4158514.5,
141,212.1491481816347,0.7428735,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1929593.9,1934512.0,2113169.5,2204068.2,2519908.8,2377503.8,0,0,0,0,0,0,0,0,0,0,
142,316.3209384523455,0.75510323,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545609.9,
143,346.2586644599907,0.759034,,,,,,,,,,,0,0,0,805515.6,0,749744.56,0,749470.44,0,875153.06,0,0,0,0,527357.9,0,0,0,0,0,0,0,874178.25,0,974279.5,0,
144,351.21412957109686,0.75345707,,,,,,,,,,,0,0,0,660828.1,0,724556.6,0,698567.7,0,777762.6,0,0,0,0,0,0,0,0,0,0,0,0,859692.5,0,954877.56,0,
145,181.0259168642733,0.7813755,,,,,,,,,,,1031327.06,0,0,0,0,0,0,0,0,0,3050810.0,2899197.2,2842974.2,2824844.8,3130482.5,3163607.0,1930636.1,0,0,0,0,0,0,0,0,0,
146,659.3252736085664,0.79008216,,,,,,,,,,,0,0,811026.1,936114.0,978968.06,888916.5,1233590.8,1244829.1,1124601.1,1165514.2,0,0,0,659589.4,744969.2,0,0,0,752542.3,781950.4,0,0,781632.7,660325.25,921890.4,0,
147,289.16420133177314,0.79132235,,,,,,,,,,,0,0,865861.3,1178190.1,1019361.94,1325481.1,1406657.4,1598782.1,1495324.4,1563802.4,715431.44,815510.3,669291.1,713289.5,892229.6,1033548.8,0,857073.6,1019292.8,1103932.0,1108413.6,858158.0,862926.56,859536.2,1135623.4,0,
148,154.08624673192773,0.8012114,,,,,,,,,,,0,0,1749419.6,1592506.5,1681266.8,1788652.6,1660899.0,1735843.9,1587910.4,1579231.2,1684530.4,1820505.1,1804312.8,1754834.1,1877907.6,1930187.2,0,1309754.5,1591861.1,1128015.6,1598072.9,1427316.6,1513104.0,1686930.4,1500583.2,0,
149,244.22711819014904,0.797012,,,,,,,,,,,1255909.1,896806.0,1343991.4,1138242.4,1195089.1,1387846.5,1125095.6,1309276.1,1381563.4,1579065.5,644100.9,671399.7,0,611882.1,672910.5,745730.8,2282710.5,1362530.5,1403604.6,1379771.5,1236974.2,1324346.6,1213418.4,1593520.1,1425641.6,1046517.2,
150,168.1229234837185,0.8141126,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1804690.2,1643369.9,1675266.9,1640970.6,2155229.0,2110422.8,0,0,0,0,0,0,0,0,0,0,
151,276.2799694006258,0.8211575,,,,,,,,,,,0,614288.4,850762.5,693932.5,833760.3,656245.7,948760.94,0,640487.5,1022926.56,0,0,0,0,0,0,1949801.4,905918.8,920117.56,818900.94,804439.5,1136023.1,951512.44,1020089.94,1133676.5,2302630.2,
152,360.2930156942955,0.82278913,,,,,,,,,,,0,2614870.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,172.0967853426061,0.82863134,,,,,,,,,,,0,0,1342328.2,1189679.9,1303812.2,1187640.5,1257591.6,1138808.0,1097458.6,1266398.2,1494666.4,1156047.8,1335390.5,1364750.9,1400195.2,1201682.2,0,813985.25,1157772.8,897417.25,1162489.0,1075710.2,1134614.2,1116344.8,1222986.8,0,
154,130.06525124863708,0.8583139,,,,,,,,,,,0,1692754.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,157.03521138862936,0.8583139,,,,,,,,,,,0,1.5953361E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,260.2585782322243,0.875511,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710713.4,0,0,0,0,0,0,0,0,1212050.4,
157,216.19592937483486,0.89885706,,,,,,,,,,,4028475.2,2688188.2,7538631.0,5786000.0,6286749.5,5339929.5,1928279.4,6350469.5,5163362.0,3867833.5,3177308.0,2954446.5,3319803.0,3291771.5,3019147.5,3653389.2,6643050.0,5517136.5,3315950.0,5103026.0,5691528.5,3931918.8,6506072.5,4004328.2,5357180.5,1056978.9,
158,167.08154535933053,0.89801574,,,,,,,,,,,0,0,1357069.9,1325500.8,1395319.4,1169739.9,1245860.5,1203145.2,1161912.6,1235506.4,1621311.5,1522872.0,1539444.2,1536673.6,1512898.8,1632939.9,0,939679.6,1065654.1,1072813.8,974661.6,1042521.56,1238476.9,1225491.9,1119899.4,0,
159,311.19615351104704,0.922064,,,,,,,,,,,0,0,1145463.8,979953.9,1020326.9,1139810.8,1110143.0,900313.75,1003547.9,935347.94,1770072.0,1787904.0,1481728.1,1693784.4,1646185.5,1522278.5,0,0,1019401.6,0,921904.1,739534.2,1082113.6,1275698.5,971348.1,0,
160,297.180746878727,0.92708147,,,,,,,,,,,0,0,1653891.5,1426694.5,1393476.6,1606008.6,1438703.6,1196524.8,1396096.0,1331678.6,2471719.8,2543307.0,2054966.1,2375047.8,2365252.2,2136388.5,0,831021.2,1335691.1,800247.1,1242682.1,1036268.0,1446750.4,1605200.5,1331081.5,0,
161,299.14884398277974,0.926672,,,,,,,,,,,6335156.0,3178546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7978221.5,0,0,0,0,0,0,0,0,0,
162,321.13077040600206,0.926672,,,,,,,,,,,1.3896409E7,9344632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3549339E7,0,0,0,0,0,0,0,0,0,
163,283.165034506381,0.9338987,,,,,,,,,,,0,0,3326298.0,2373393.0,2873701.2,2496177.8,2521257.5,2351801.0,2663934.5,2558714.5,5236329.5,4230937.0,3550307.8,3841290.8,5571249.0,4305829.0,0,1448376.2,2286547.8,1312926.6,2445197.8,1798904.6,2168579.8,3173727.8,2101946.5,0,
164,446.2537178085331,0.91713804,,,,,,,,,,,603772.9,1294289.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4868925.0,0,0,0,0,0,0,0,0,0,
165,202.21658990049903,0.9486435,,,,,,,,,,,1.0342973E7,1882944.8,4677784.0,4511335.5,3483929.2,4605742.5,4697504.0,3304876.2,3991705.0,4762868.5,3746996.0,5526890.0,4550559.5,5176922.5,4637137.0,3617923.5,0,2447196.2,4854067.5,2664208.0,3396149.2,3690363.8,3323658.2,4841078.0,3409266.0,1602407.8,
166,280.2637154442764,0.9135651,,,,,,,,,,,4227501.5,3420090.2,3280550.5,3527894.5,3299722.8,3356549.0,3644178.5,3870429.0,3858718.0,3120114.0,1876376.8,1848861.9,1946083.5,2068306.4,2295382.5,2434504.0,7820981.5,4483024.0,0,5590217.0,3478842.2,4103631.5,3839713.8,3702939.2,3723665.2,0,
167,135.0805026276888,0.96065646,,,,,,,,,,,5977326.0,1199404.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3663121.0,0,0,0,0,0,0,0,0,0,
168,254.24777854755504,0.9488135,,,,,,,,,,,1927719.6,1213730.4,1345795.4,1429525.6,1417623.6,1337757.4,1582215.9,1376075.6,1576940.2,1361693.4,738956.1,770036.0,829527.44,853797.7,1042377.9,1009259.6,0,1893686.8,1379921.4,2018649.9,1389830.4,1505757.0,1382776.9,1601507.0,1475952.9,0,
169,283.28210492442116,0.941055,,,,,,,,,,,6170205.5,4189046.8,4202280.5,4368423.5,4196973.0,4209890.0,5036440.0,4432958.0,5020779.0,4037362.0,1969538.8,2031551.1,2301797.2,2371942.5,2906937.0,2796923.2,1.2094063E7,5628280.0,4387510.0,6108772.0,4459825.0,4807486.5,5082383.5,4947988.5,4522879.5,0,
170,714.5519515286021,0.9881927,,,,,,,,,,,0,0,720112.3,1007783.44,931820.06,1085811.1,0,819306.56,792486.25,0,0,0,0,0,0,883722.9,0,841236.56,1082366.2,695760.2,914349.0,874377.5,992437.2,866993.06,806453.1,0,
171,129.0547572859335,1.0088202,,,,,,,,,,,923090.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,147.0651954690951,1.0088202,,,,,,,,,,,869967.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,165.0758216800492,0.96065646,,,,,,,,,,,6258271.5,1297157.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610861.5,0,0,0,0,0,0,0,0,0,
174,299.1488522717314,0.96065646,,,,,,,,,,,1.8632736E7,3411314.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0352785E7,0,0,0,0,0,0,0,0,0,
175,316.17556527707666,1.0088202,,,,,,,,,,,2465201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,337.10463886055203,0.95686483,,,,,,,,,,,3031301.2,1105684.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433709.2,0,0,0,0,0,0,0,0,0,
177,344.206699864154,1.0088202,,,,,,,,,,,2101962.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,619.2728349732112,0.96065646,,,,,,,,,,,1.0775858E7,1349114.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243151.2,0,0,0,0,0,0,0,0,0,
179,330.19085193705064,1.0306951,,,,,,,,,,,874838.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,202.21660695081198,1.0555103,,,,,,,,,,,979824.7,1847361.9,1497867.9,1575342.9,1407947.5,1707934.0,1540559.5,1499187.8,1658844.0,1930511.4,1037891.5,859315.8,990221.4,978772.94,1222522.0,1175109.2,4082292.0,2179163.5,2021603.5,2203937.8,1609567.6,2116035.8,1571662.0,1951981.4,1878403.4,1906568.6,
181,321.1306644778021,1.1078669,,,,,,,,,,,2.9182154E7,1985392.0,949969.0,863932.6,865566.94,791368.2,951889.3,926759.1,865560.5,815499.9,1127870.8,973662.8,978479.3,1142191.5,1090184.9,1061305.8,2.606759E7,870038.94,896038.8,0,889677.44,914575.0,876783.25,904162.7,902814.56,0,
