row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_03_BB_10mM.mzML Peak height,20260424_CVOL_Group_03_IAA_50uM.mzML Peak height,20260424_CVOL_Group_03_Pt_1A_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_1A_20m.mzML Peak height,20260424_CVOL_Group_03_Pt_1B_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_1B_20m.mzML Peak height,20260424_CVOL_Group_03_Pt_2A_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_2A_20m.mzML Peak height,20260424_CVOL_Group_03_Pt_2B_0m.mzML Peak height,20260424_CVOL_Group_03_Pt_2B_20m.mzML Peak height,20260424_CVOL_Group_03_QC_01.mzML Peak height,20260424_CVOL_Group_03_QC_02.mzML Peak height,20260424_CVOL_Group_03_QC_03.mzML Peak height,20260424_CVOL_Group_03_QC_04.mzML Peak height,20260424_CVOL_Group_03_QC_05.mzML Peak height,20260424_CVOL_Group_03_QC_06.mzML Peak height,20260424_CVOL_Group_03_bl.mzML Peak height,20260424_CVOL_Group_03_wt_1A_0m.mzML Peak height,20260424_CVOL_Group_03_wt_1A_20m.mzML Peak height,20260424_CVOL_Group_03_wt_1B_0m.mzML Peak height,20260424_CVOL_Group_03_wt_1B_20m.mzML Peak height,20260424_CVOL_Group_03_wt_2A_0m.mzML Peak height,20260424_CVOL_Group_03_wt_2A_20m.mzML Peak height,20260424_CVOL_Group_03_wt_2B_0m.mzML Peak height,20260424_CVOL_Group_03_wt_2B_20m.mzML Peak height,20260424_CVOL_bk_mapp_05.mzML Peak height,
214,605.4026102498389,1.9389454,,,,,,,,,,,0,0,461645.25,451167.62,469855.47,481703.22,467384.9,359274.12,480527.28,449939.56,1176081.4,1176831.4,1386050.8,1071553.0,1297650.6,1308338.2,0,0,440662.53,0,319788.12,304375.8,366503.66,0,365731.06,0,
215,488.32322257483366,1.9434931,,,,,,,,,,,0,0,415359.53,402587.66,388193.78,393458.9,0,337040.9,368122.38,350915.94,722568.25,789587.0,857999.44,649356.8,783566.2,853406.7,0,0,350150.1,0,327991.0,286523.12,311859.84,0,284977.28,0,
216,188.07064156471702,1.979804,,,,,,,,,,,0,0,413334.78,768273.25,443259.2,805210.8,357921.1,598000.0,503302.3,626266.8,1012816.6,1106784.4,1205345.5,1073172.5,962199.9,1217149.0,0,0,673581.56,0,546103.75,422005.2,871566.0,810168.3,759923.06,0,
217,284.20671579021047,2.0063565,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3407348.0,3045905.0,3746924.5,2844238.5,2745297.8,4028196.5,0,0,0,0,0,0,0,0,0,0,
218,309.2045136070713,2.0262213,,,,,,,,,,,0,0,574385.25,451615.4,462956.34,508464.12,402188.44,383587.34,433714.6,421955.03,1131814.9,1340405.2,1284187.8,1224957.4,1129685.0,1285330.1,0,0,423872.88,0,305591.03,0,363939.66,454050.78,361649.94,0,
219,639.3843690326155,2.0262077,,,,,,,,,,,0,0,836810.2,838814.25,787633.0,765029.06,631858.3,672651.75,619247.0,723270.56,1395951.4,1462188.9,1455542.1,1337637.1,1334514.1,1412611.4,0,0,629964.56,0,667972.6,453823.25,672897.8,760482.3,595981.9,0,
220,533.2950239129028,2.0435684,,,,,,,,,,,0,0,392036.75,380500.5,362529.72,369318.97,371103.8,382800.34,355158.47,335047.22,574665.8,580663.5,584463.7,520489.5,548576.9,569283.06,0,0,364440.7,0,278441.28,253410.95,308533.25,0,314331.84,0,
221,394.2337365235833,2.046853,,,,,,,,,,,0,0,296657.62,288546.66,270422.1,278512.5,0,250212.23,283184.3,252555.22,442705.75,515078.62,479037.3,452451.25,485518.0,484615.16,0,0,248381.95,0,0,0,229422.88,273182.78,214990.12,0,
222,683.4109181028324,2.0812428,,,,,,,,,,,0,0,0,0,0,363143.88,0,0,0,0,419012.28,571623.5,477890.9,488359.53,478285.9,578158.8,0,0,0,0,0,0,0,0,0,0,
223,323.2202687730717,2.1101015,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,423428.6,526051.3,443464.25,502011.44,430928.2,439907.66,0,0,0,0,0,0,0,0,0,0,
224,645.433742090562,2.106251,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,630268.2,589494.3,551856.5,557358.9,581958.4,617809.06,0,0,0,0,0,0,0,0,0,0,
225,488.3232894312727,2.1811163,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,398174.72,533373.2,521800.34,476289.28,502058.0,431473.16,0,0,0,0,0,0,0,0,0,0,
226,794.4791189578783,2.1914327,,,,,,,,,,,0,0,320341.88,0,0,249736.11,0,0,0,0,524501.2,644664.06,610693.8,622972.6,526480.06,565030.25,0,0,0,0,0,0,0,0,0,0,
227,386.7520419491406,2.1937423,,,,,,,,,,,0,0,303262.72,0,0,0,0,0,0,0,517417.16,656567.9,581574.06,680977.6,560262.1,652183.0,0,0,0,0,0,0,0,0,0,0,
228,163.03900048283148,2.2390778,,,,,,,,,,,0,0,0,680809.75,0,600504.56,0,0,0,644693.75,1662982.0,1869104.9,1704542.8,1889758.1,3191105.5,1784268.0,0,2731209.5,4369064.0,2955343.2,3508877.8,2135916.0,1530387.4,1368219.2,1598238.0,0,
229,355.1023181986129,2.229826,,,,,,,,,,,0,0,568606.2,827862.4,579800.75,739361.06,474148.16,0,443952.75,512535.97,2306400.5,2163340.8,2084034.4,2523326.8,2149033.8,2161741.8,0,3278658.0,5372606.5,3518476.8,4157136.5,2574224.5,1841221.4,1682919.4,1945803.4,0,
230,377.0842935503841,2.2292817,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,547465.1,563425.4,495437.97,539508.56,563955.1,552251.3,0,1044901.1,1367652.0,1030412.3,1217035.5,673605.25,525566.4,470098.25,598068.44,0,
231,309.2045146749502,2.2349427,,,,,,,,,,,0,0,368238.56,0,316189.7,0,0,0,0,292942.22,647757.4,675710.94,709481.25,758446.2,866730.56,849247.8,0,0,301543.6,0,0,0,0,310409.16,0,0,
232,328.23285481009543,2.2432601,,,,,,,,,,,0,266655.38,0,0,0,0,0,0,0,0,1466971.5,1356748.5,1649665.9,1742851.5,1615816.9,1739474.4,0,0,0,0,0,0,0,0,0,0,
233,599.3919231956625,2.2836113,,,,,,,,,,,0,0,0,0,339442.38,282794.25,0,330241.7,322471.88,0,0,587432.75,648335.5,675567.94,0,734589.94,0,0,312909.44,0,0,0,270766.6,307983.5,0,0,
234,653.4000275253305,2.274534,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,395616.72,454426.16,456226.9,466482.16,399720.06,459786.16,0,0,0,0,0,0,0,0,0,0,
235,716.4710234575841,2.2831414,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,504983.88,489685.78,505551.28,559954.3,489934.78,0,0,0,0,0,0,0,0,0,0,
236,355.102322664881,2.2568233,,,,,,,,,,,0,0,568606.2,827862.4,579800.75,739361.06,474148.16,0,0,0,948906.7,2252121.5,2079126.6,2523326.8,1249488.5,2461051.0,0,1372046.9,2117506.2,1613620.2,1454174.8,2574224.5,1951978.2,1826325.0,2314494.0,0,
237,163.03899816459997,2.3104527,,,,,,,,,,,0,0,700582.1,778571.44,629129.25,774352.7,0,602732.3,0,644693.75,2065439.0,2284012.8,2277886.8,2574059.0,3191105.5,2125759.0,0,3277656.5,5028321.0,3848729.8,3431386.2,1934118.0,2212400.8,1937000.9,1991464.8,0,
238,750.4529153187516,2.3121407,,,,,,,,,,,0,0,603253.6,427887.88,489126.66,483507.62,496598.97,439399.25,492330.28,449566.2,1079874.8,1347133.4,1304794.4,1385039.8,1142949.5,1284038.1,0,0,386869.53,0,0,0,325204.88,415142.16,0,0,
239,364.7389276260194,2.3204558,,,,,,,,,,,0,0,661933.75,469462.94,525146.1,497226.75,548796.9,472740.8,479662.78,505111.03,1241835.4,1418922.4,1411895.5,1494128.6,1271699.8,1439530.1,0,0,479967.0,0,0,428601.44,438656.8,556258.8,388408.4,0,
240,645.4338285484158,2.325065,,,,,,,,,,,0,0,300536.16,0,0,251058.56,255107.17,0,0,0,488561.72,550640.44,550642.8,589912.3,0,600831.1,0,0,0,0,0,0,0,0,0,0,
241,527.2843834977926,2.3814511,,,,,,,,,,,0,0,509373.06,440267.5,419655.0,430425.8,386688.56,410682.25,367365.47,396740.5,568963.0,623028.56,594788.7,596676.94,539933.4,577605.1,0,245022.47,450951.5,0,384762.62,284216.3,368068.94,380408.47,369875.25,0,
242,505.30230937061833,2.3864236,,,,,,,,,,,0,0,330039.16,271410.3,245561.14,262468.7,0,257879.25,236411.27,238391.6,453107.56,523787.0,522573.16,509755.78,501762.38,499253.8,0,0,254858.81,0,0,0,247137.17,259448.88,233699.72,0,
243,378.7545308510141,2.385796,,,,,,,,,,,0,0,381909.16,282664.38,316021.84,273157.4,266277.62,289191.3,250014.22,0,575724.2,691393.3,709880.06,657826.9,669416.4,644052.94,0,0,264104.44,0,0,0,254777.88,274229.84,0,0,
244,861.521272918978,2.4028287,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,620520.4,798655.0,667198.44,825965.7,647302.4,676143.75,0,0,0,0,0,0,0,0,0,0,
245,442.28616017003634,2.420924,,,,,,,,,,,0,0,325467.38,251688.23,281729.84,241075.27,0,277653.44,0,0,525398.8,638306.4,667042.4,691100.0,641255.8,679884.2,0,0,0,0,0,0,0,288502.8,0,0,
246,364.7389223384692,2.4192905,,,,,,,,,,,0,0,309819.75,0,0,0,0,0,0,0,523893.9,780259.7,718731.8,709265.44,661164.56,646869.8,0,0,0,0,0,0,0,0,0,0,
247,355.7335445755425,2.436573,,,,,,,,,,,0,0,0,0,0,0,0,0,0,230153.92,422704.84,540580.06,518687.47,412698.38,440672.6,492769.66,0,0,0,0,0,0,0,0,0,0,
248,327.2012165727938,2.4471493,,,,,,,,,,,356686.6,399122.3,0,0,0,0,0,0,0,0,0,764790.56,547642.8,0,564063.3,453158.88,383733.38,0,0,0,0,0,0,0,0,273416.9,
249,371.7467485620873,2.4617825,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,329626.0,426836.34,413405.47,400921.3,398106.56,402102.72,0,0,0,0,0,0,0,0,0,0,
250,497.820415102795,2.5154748,,,,,,,,,,,0,0,336151.94,264466.97,297872.9,285085.62,275894.25,261827.31,252321.55,284720.03,510969.9,636727.7,705117.94,647014.06,692050.44,681752.56,0,0,250279.1,0,0,0,229449.48,0,0,0,
251,420.27306740731166,2.5202644,,,,,,,,,,,0,0,632738.56,563196.5,536483.25,504790.84,566202.4,510953.0,489291.88,502242.28,1004505.44,1287647.4,1386926.4,1407602.9,1286510.9,1361719.2,0,0,452747.5,0,423961.28,353396.3,440036.4,536058.6,383182.6,0,
252,861.5212370008022,2.5110664,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,510029.34,655018.94,757763.9,592205.44,615381.25,647295.9,0,0,0,0,0,0,0,0,0,0,
253,475.80747040699305,2.5635164,,,,,,,,,,,0,0,764024.1,597682.9,674205.06,589795.9,676457.8,586144.94,568710.7,662083.8,1416349.8,1513074.4,1772317.9,1531319.0,1583527.1,1671282.2,0,0,612777.56,0,472038.3,391911.16,495757.06,667391.56,436638.22,0,
254,427.28092068507465,2.5633783,,,,,,,,,,,0,0,304048.94,265079.8,243991.0,232980.52,242048.11,232604.58,209174.23,244334.81,457578.97,607602.4,621726.7,584367.25,555791.6,573379.44,0,0,0,0,0,0,0,220076.45,0,0,
255,434.2886115828246,2.5829318,,,,,,,,,,,0,0,514630.56,426965.28,414199.12,408313.47,434060.0,443012.06,426189.75,467811.7,797198.3,996295.56,954841.4,956440.56,916477.4,929236.25,0,0,381191.1,0,350133.47,274932.97,335398.12,427325.6,349320.62,0,
256,638.3527701488994,2.586853,,,,,,,,,,,0,0,527497.5,427182.0,403483.12,391074.38,412579.0,396462.78,357743.06,426825.2,755319.94,1010888.56,888688.0,900676.9,835750.4,866294.06,0,0,411464.6,0,320594.3,273774.53,324804.78,423358.6,286355.28,0,
257,411.26781282795224,2.5811102,,,,,,,,,,,0,0,398895.62,308836.3,335185.5,294667.34,336611.56,317022.34,299001.0,354054.25,631672.4,712814.5,728737.3,704150.9,656741.44,732161.3,0,0,313446.72,0,261235.39,0,254334.56,312829.72,232928.34,0,
258,441.29647699936504,2.6162875,,,,,,,,,,,0,0,239701.84,0,0,0,0,0,0,0,345693.2,445151.47,445015.16,441802.22,443995.75,441067.5,0,0,0,0,0,0,0,0,0,0,
259,489.8227422333888,2.6277366,,,,,,,,,,,0,0,575115.06,403175.28,504488.8,419129.66,433059.5,419659.84,382795.4,445737.0,946741.6,1004849.0,1085574.1,1174066.8,1097402.0,1112801.5,0,0,376929.06,0,350960.12,314985.5,355151.47,418600.0,338550.56,0,
260,553.3548172036268,2.650048,,,,,,,,,,,0,0,415314.25,288118.6,339554.75,317288.88,284331.94,322302.38,306919.4,296126.2,660627.56,738579.2,763000.6,855015.06,774144.06,836395.44,0,0,267172.72,0,241244.67,0,253975.55,297767.78,0,0,
261,482.8152477257242,2.6539838,,,,,,,,,,,0,0,354885.7,276615.34,295253.9,261542.38,266081.22,254702.69,261085.05,286400.62,560138.2,638072.94,649075.4,744012.7,684434.0,680309.6,0,0,0,0,224774.08,0,0,268353.47,0,0,
262,531.3418122707193,2.6903625,,,,,,,,,,,0,0,713672.8,513600.66,571840.56,498129.34,495686.4,524105.25,489059.9,564241.25,1195451.8,1334810.2,1518792.8,1383273.4,1526308.9,1456418.2,0,0,495824.2,0,404597.6,327001.66,448918.47,528078.8,413181.38,0,
263,560.3621857223169,2.7083259,,,,,,,,,,,0,0,226535.1,0,0,0,0,0,0,0,352152.28,406847.5,409320.8,374232.84,447612.47,439049.8,0,0,0,0,0,0,0,0,0,0,
264,466.8022327152414,2.7168303,,,,,,,,,,,0,0,409510.9,333187.06,339092.28,298051.66,306065.22,317957.4,0,341368.56,619367.56,724823.06,763060.7,670470.25,747768.3,746915.5,0,0,336021.28,0,267252.25,0,251546.75,323803.72,257054.05,0,
265,749.420749712639,2.728292,,,,,,,,,,,0,0,310655.0,216096.31,0,0,230774.83,238063.89,0,0,568678.0,626437.2,633876.75,612892.8,646209.7,655975.44,0,0,0,0,0,0,0,224948.61,0,0,
266,496.8306621263714,2.7433352,,,,,,,,,,,0,0,257249.7,0,0,0,0,0,0,0,418273.97,441038.72,495742.9,461614.12,487450.06,489796.22,0,0,0,0,0,0,0,0,0,0,
267,608.8889729122177,2.755672,,,,,,,,,,,0,0,287836.56,0,256539.27,234100.02,249370.7,279372.03,214965.86,0,568758.3,585069.4,647011.1,626913.3,696500.94,620522.0,0,0,0,0,0,0,0,243283.28,0,0,
268,545.3571939071604,2.7525365,,,,,,,,,,,0,0,429855.84,395985.97,405902.34,366619.16,395891.25,418419.62,372958.06,380246.22,856685.6,891271.2,1004681.2,987844.2,1041869.25,1018015.1,0,0,367484.0,0,315928.2,262795.3,325134.5,379551.06,312337.53,0,
269,586.8759577965474,2.7707696,,,,,,,,,,,0,0,519723.1,427428.75,484526.5,438056.3,434420.3,415474.28,405146.16,444921.22,983778.4,1151921.5,1188693.8,1157581.4,1256534.2,1188221.5,0,0,397063.72,0,342688.8,284530.22,379240.3,399773.56,336956.2,0,
270,538.3496592937712,2.7759175,,,,,,,,,,,0,0,314387.9,280686.3,275494.06,276426.4,277335.12,284056.12,233985.0,312539.47,557021.6,645165.0,659565.4,680167.44,717050.8,727477.56,0,0,0,0,0,0,0,247383.05,0,0,
271,522.3366975571313,2.8025203,,,,,,,,,,,0,0,367383.7,295247.44,334474.53,310605.7,313884.7,310766.7,276452.84,311170.97,597377.1,772599.25,747288.1,827157.8,821249.3,840200.75,0,0,299864.3,0,259249.11,0,267494.75,315400.44,231268.88,0,
272,615.8967500836814,2.8060992,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,326621.78,386546.62,367771.66,354883.66,403679.22,404966.4,0,0,0,0,0,0,0,0,0,0,
273,664.4234558279046,2.815554,,,,,,,,,,,0,0,258021.03,0,0,0,0,0,0,0,435567.0,503446.6,530922.75,526379.1,506717.5,529459.56,0,0,0,0,0,0,0,0,0,0,
274,552.3653336398528,2.8332424,,,,,,,,,,,0,0,247192.14,0,0,0,0,0,0,0,401981.97,479683.3,500754.22,454107.66,485881.1,482136.44,0,0,0,0,0,0,0,0,0,0,
275,600.8915200020181,2.8337455,,,,,,,,,,,0,0,398464.62,320865.8,362245.44,314745.3,373632.47,312621.75,294017.94,326063.75,703360.44,868244.7,814340.56,878191.7,830840.8,898952.6,0,0,310983.47,0,261438.9,0,268665.16,331892.25,246016.05,0,
276,593.8839762068628,2.8359437,,,,,,,,,,,0,0,287850.03,234679.12,241927.56,222519.28,222548.84,0,0,243817.81,476776.22,607861.6,627158.6,597235.6,635513.8,620918.4,0,0,225196.61,0,0,0,0,238252.83,0,0,
277,419.7572895768692,2.8548212,,,,,,,,,,,0,0,326049.53,304091.6,261603.61,263468.94,260594.73,270618.03,255610.38,292985.84,541817.2,651304.4,681930.9,638151.25,638702.7,583795.25,0,0,265328.38,0,217955.58,0,238827.84,284100.44,0,0,
278,642.4101688077332,2.860003,,,,,,,,,,,0,0,420512.3,355054.06,340840.78,333993.1,315190.78,319904.28,322626.7,329326.6,742395.1,974222.8,979836.6,839913.06,980759.25,917278.2,0,0,337101.22,0,281738.94,0,278268.56,348638.78,281104.9,0,
279,671.4307869238631,2.8862445,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,353001.4,375957.7,371775.72,362582.1,392077.44,404564.84,0,0,0,0,0,0,0,0,0,0,
280,719.9579466874751,2.88826,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,359889.66,348776.88,359562.75,401280.88,421145.1,460710.9,0,0,0,0,0,0,0,0,0,0,
281,577.8708631939816,2.8912323,,,,,,,,,,,0,0,314616.66,244504.17,268963.44,0,0,235813.62,234791.45,250482.86,582661.56,581138.4,593321.3,650579.7,648643.94,742544.8,0,0,245798.7,0,0,0,0,229785.34,0,0,
282,607.8995871469383,2.9047854,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,387542.9,408580.38,394271.03,460455.34,462086.25,494284.06,0,0,0,0,0,0,0,0,0,0,
283,649.4182176737128,2.9067776,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,452333.22,512465.94,534274.1,563112.06,607170.75,660345.06,0,0,0,0,0,0,0,0,0,0,
284,656.4258967772271,2.913616,,,,,,,,,,,0,0,325899.22,260283.47,301959.16,271967.3,273143.38,272867.9,264074.66,292947.6,650281.0,636132.94,715085.9,727084.94,808975.75,820244.3,0,0,261177.83,0,219651.16,0,0,304579.97,0,0,
285,697.9445109158125,2.9096186,,,,,,,,,,,0,0,316284.34,246798.55,309995.94,261686.33,254934.94,0,0,244484.03,596772.6,607637.6,674590.9,685603.4,785410.1,830384.8,0,0,237931.86,0,0,0,0,285194.94,0,0,
286,476.3073864237554,2.9126534,,,,,,,,,,,1210759.0,1365657.5,0,436639.0,604441.44,413369.28,0,381737.53,384542.22,0,0,0,0,694452.8,0,761153.2,1715236.0,452143.34,487474.2,433403.4,517697.75,474311.0,354591.84,394052.4,395414.53,401834.9,
287,465.63209966062533,2.9278667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,359432.2,423672.1,466912.34,431685.25,469243.97,523296.94,0,0,0,0,0,0,0,0,0,0,
288,633.9065893874223,2.9506378,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,323161.38,358388.34,396650.62,410719.78,403173.34,440067.44,0,0,0,0,0,0,0,0,0,0,
289,475.79292268411507,2.9602492,,,,,,,,,,,0,0,267005.6,0,0,0,0,0,0,214061.11,458000.56,480861.88,489888.2,514200.34,546314.25,487815.1,0,0,0,0,0,0,0,0,0,0,
290,704.9525644963201,2.956774,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,306269.38,344006.88,378762.75,387328.88,413900.75,394949.6,0,0,0,0,0,0,0,0,0,0,
291,663.434228332277,2.970668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,285356.38,361819.72,381084.8,364388.6,388756.28,355408.53,0,0,0,0,0,0,0,0,0,0,
292,711.9601477251521,2.974992,,,,,,,,,,,0,0,261672.4,0,0,0,0,0,0,0,373318.03,526520.44,512913.03,530291.56,526182.44,499930.34,0,0,0,0,0,0,0,0,0,0,
293,502.65487377850314,2.9769037,,,,,,,,,,,0,0,250311.25,0,0,0,0,0,0,0,384693.06,549318.3,520446.0,565610.8,534679.94,524977.06,0,0,0,0,0,0,0,0,0,0,
294,502.9892755270292,2.9787428,,,,,,,,,,,0,0,230244.06,0,0,0,0,0,0,0,340741.47,476450.4,486719.84,473930.75,497740.97,478025.75,0,0,0,0,0,0,0,0,0,0,
295,554.6875765813371,2.9869463,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,357337.03,443489.2,475296.66,511360.1,518370.2,489209.34,0,0,0,0,0,0,0,0,0,0,
296,753.479270644155,2.9916687,,,,,,,,,,,0,0,244421.28,0,0,0,0,0,0,0,367037.7,463605.53,481096.06,506430.28,518237.3,491707.47,0,0,0,0,0,0,0,0,0,0,
297,554.3533069893787,2.9979246,,,,,,,,,,,0,0,256425.19,0,0,0,0,0,0,0,394904.34,485669.9,488051.22,531586.9,561311.8,559621.6,0,0,0,0,0,0,0,0,0,0,
298,688.9393345631594,3.0073469,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,266844.25,354386.5,351330.2,386692.56,372705.16,373659.1,0,0,0,0,0,0,0,0,0,0,
299,633.4054657706401,3.053842,,,,,,,,,,,0,0,352941.88,245537.83,279367.56,251963.66,271471.7,262333.53,260965.73,291186.2,637216.3,741003.56,777031.3,756653.56,829873.7,771965.9,0,0,270148.28,0,0,0,246439.39,284208.06,0,0,
300,559.0251845748152,3.0176756,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,325263.38,363653.62,366870.16,383110.8,376315.88,408188.5,0,0,0,0,0,0,0,0,0,0,
301,689.4406975082076,3.0161521,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,324165.88,334414.88,423664.2,379715.78,383607.38,0,0,0,0,0,0,0,0,0,0,
302,760.4872101445156,3.0236802,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,309926.4,324847.03,344061.4,323171.7,360199.03,0,0,0,0,0,0,0,0,0,0,
303,540.0122708421984,3.0303383,,,,,,,,,,,0,0,286538.7,0,251974.72,0,0,0,0,0,445177.6,580336.1,583279.56,607510.4,618678.1,630651.06,0,0,0,0,0,0,0,238327.19,0,0,
304,530.8262066165514,3.0335946,,,,,,,,,,,0,0,405119.62,333137.44,350407.12,316386.97,350506.66,323517.34,309119.22,349333.88,704265.06,883830.6,849037.6,887030.25,800838.06,879369.6,0,0,316357.88,0,274519.6,0,308139.66,361134.9,270717.44,0,
305,767.4946805000704,3.032445,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,263306.9,327025.0,351728.2,408118.8,360063.62,389785.38,0,0,0,0,0,0,0,0,0,0,
306,539.677884894499,3.0315125,,,,,,,,,,,0,0,296382.03,0,245846.12,0,0,0,0,233227.11,478489.62,626737.7,593213.56,630641.25,599056.6,655798.3,0,0,0,0,0,0,0,226546.05,0,0,
307,288.67879517752056,3.0385447,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293019.1,0,0,0,0,0,0,0,0,383997.1,
308,591.3767005738896,3.0326204,,,,,,,,,,,0,0,283232.56,0,0,0,0,220562.88,0,0,429679.88,556264.25,552803.1,589396.4,630901.25,636039.5,0,0,0,0,0,0,0,227251.39,0,0,
309,520.3330393053724,3.0368083,,,,,,,,,,,761035.2,890239.8,0,0,0,0,0,0,0,0,0,0,0,0,0,379565.8,987236.1,0,0,275415.75,0,0,0,0,295568.34,0,
310,591.7108206323768,3.027774,,,,,,,,,,,0,0,309693.38,0,0,0,0,0,0,226597.73,476139.53,595586.94,564960.3,638050.25,685081.9,673111.4,0,0,0,0,0,0,0,225316.02,0,0,
311,596.0484287316774,3.060894,,,,,,,,,,,0,0,250448.17,0,0,0,0,0,0,0,411023.5,440962.28,480576.2,435891.72,473069.84,498080.1,0,0,0,0,0,0,0,0,0,0,
312,596.3829531043835,3.0687964,,,,,,,,,,,0,0,279585.72,0,0,0,0,0,0,0,411556.66,472689.28,495268.25,480461.78,537408.2,567819.7,0,0,0,0,0,0,0,0,0,0,
313,549.3561212196254,3.072651,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,352389.47,417442.0,470057.0,402837.12,441514.66,454125.12,0,0,0,0,0,0,0,0,0,0,
314,544.3495247453176,3.0749023,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,335190.47,375688.2,418540.44,391827.9,405157.62,428948.88,0,0,0,0,0,0,0,0,0,0,
315,576.7008728647153,3.077245,,,,,,,,,,,0,0,344037.97,0,297450.53,0,269262.06,262444.66,0,249537.47,539398.44,641014.44,751834.9,686378.44,730273.6,757470.56,0,0,248738.64,0,0,0,0,254196.05,0,0,
316,628.7340339888798,3.0775218,,,,,,,,,,,0,0,358014.44,0,0,259687.31,259549.7,256263.67,242136.55,263076.4,569616.75,632977.1,704246.3,675763.44,681067.2,760972.56,0,0,261728.47,0,0,0,0,262378.62,0,0,
317,544.6842384367565,3.0808551,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,331856.72,364624.3,406034.9,365394.84,377076.03,438613.47,0,0,0,0,0,0,0,0,0,0,
318,577.0352093173443,3.0773442,,,,,,,,,,,0,0,364142.44,238857.08,276005.22,244270.38,274212.22,261529.06,249945.95,260332.27,565384.5,728989.25,684807.4,677052.44,713141.75,824797.9,0,0,233937.88,0,0,0,245111.72,277622.56,0,0,
319,549.0214662394009,3.0897331,,,,,,,,,,,0,0,240198.67,0,0,0,0,0,0,0,357338.8,426405.66,460381.72,441916.97,444461.75,488645.34,0,0,0,0,0,0,0,0,0,0,
320,628.4002657421877,3.082705,,,,,,,,,,,0,0,321641.7,0,254012.14,0,237104.3,0,0,240143.6,503940.6,586904.25,656821.4,577423.94,649674.44,682170.94,0,0,0,0,0,0,0,233144.38,0,0,
321,633.4055531683085,3.0673077,,,,,,,,,,,0,0,347567.75,245537.83,279367.56,251963.66,273100.72,262333.53,260965.73,291186.2,594411.2,688037.6,707020.06,845268.2,842911.1,765587.4,0,0,260541.34,0,0,0,246439.39,284208.06,0,0,
322,586.3605145697836,3.0964148,,,,,,,,,,,0,0,301862.84,0,224056.53,0,232137.25,0,0,235261.78,520419.34,550332.9,641301.25,585177.2,635983.5,571705.7,0,0,0,0,0,0,0,0,0,0,
323,586.8610818795967,3.1004424,,,,,,,,,,,0,0,267620.94,0,0,0,0,0,0,0,447746.16,437302.7,503570.97,519620.72,558464.44,503708.84,0,0,0,0,0,0,0,0,0,0,
324,665.7572671999175,3.1102655,,,,,,,,,,,0,0,387397.7,241859.05,277735.5,244563.08,283751.34,262990.3,0,305040.6,506044.56,586511.0,723633.7,783140.8,906001.3,811398.56,0,0,265297.47,0,0,0,253318.02,277495.8,0,0,
325,614.0580031286947,3.1183112,,,,,,,,,,,0,0,383349.28,270404.03,309639.53,290059.28,315979.62,306980.1,301796.97,329593.12,580480.0,736190.44,884865.8,853667.75,1015730.4,920879.0,0,0,301301.38,0,235345.02,0,268321.94,316449.8,228492.28,0,
326,665.4236577441845,3.1183116,,,,,,,,,,,0,0,331162.94,241062.78,305543.1,275092.16,259376.75,252381.72,0,270401.28,464808.2,570353.4,703607.94,730007.75,834712.3,747479.2,0,0,264280.44,0,0,0,0,271171.03,0,0,
327,581.7072627528432,3.125618,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,364709.25,423303.8,476208.97,506009.2,634721.6,513599.12,0,0,0,0,0,0,0,0,0,0,
