"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C18H30O"	"[M + H3N + H]+"	"C18H34NO+"	"Terpenoids"	0.745	"Diterpenoids"	0.616	"Fatty alcohols"	0.098	"Lipids and lipid-like molecules"	0.88	"Prenol lipids"	0.587	NA	NA	NA	NA	"Prenol lipids"	0.587	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	280.264	55	0.924	839408847438523904	839408483549086080	839408483549086080	166	NA	166
1	"C25H32O6"	"[M + H3N + H]+"	"C25H36NO6+"	"Terpenoids"	0.729	"Sesquiterpenoids"	0.199	"Prenyl quinone meroterpenoids"	0.119	"Lipids and lipid-like molecules"	0.686	"Prenol lipids"	0.605	NA	NA	NA	NA	"Prenol lipids"	0.605	"Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	446.254	56	0.926	839409330773343488	839408483427451264	839408483427451264	164	NA	164
1	"C15H22O6"	"[M + H]+"	"C15H23O6+"	"Shikimates and Phenylpropanoids"	0.9	"Phenylpropanoids (C6-C3)"	0.831	"Cinnamic acids and derivatives"	0.87	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.978	"Glycosyl compounds"	0.805	"O-glycosyl compounds"	0.851	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	299.149	56	0.927	839408614038081024	839408483242901888	839408483242901888	161	NA	161
2	"C15H22O6"	"[M + Na]+"	"C15H22NaO6+"	"Terpenoids"	0.606	"Phenylpropanoids (C6-C3)"	0.532	"Cinnamic acids and derivatives"	0.534	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.595	"Glycosyl compounds"	0.525	"O-glycosyl compounds"	0.56	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	321.131	56	0.927	839408987658302080	839408483305816448	839408483305816448	162	NA	162
1	"C14H19NO4"	"[M + H3N + H]+"	"C14H23N2O4+"	"Fatty acids"	0.442	"Fatty amides"	0.291	"Pyrrolidine alkaloids"	0.294	"Benzenoids"	0.837	"Benzene and substituted derivatives"	0.786	"Phenoxy compounds"	0.511	NA	NA	"Phenoxy compounds"	0.511	"Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	283.165	56	0.928	839408688457619712	839408483368731008	839408483368731008	163	NA	163
2	"C12H24O"	"[M + H3N + H]+"	"C12H28NO+"	"Fatty acids"	0.686	"Fatty acyls"	0.566	"Fatty alcohols"	0.412	"Lipids and lipid-like molecules"	0.721	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.721	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	202.217	56	0.933	839409201341315456	839408483486171520	839408483486171520	165	NA	165
2	"C16H28O"	"[M + H3N + H]+"	"C16H32NO+"	"Fatty acids"	0.732	"Fatty acyls"	0.489	"Fatty alcohols"	0.46	"Lipids and lipid-like molecules"	0.783	"Fatty Acyls"	0.546	NA	NA	NA	NA	"Fatty Acyls"	0.546	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	254.248	57	0.95	839408963553636736	839408483670720896	839408483670720896	168	NA	168
2	"C9H10O"	"[M + H]+"	"C9H11O+"	"Shikimates and Phenylpropanoids"	0.433	"Sesquiterpenoids"	0.352	"Simple phenolic acids"	0.159	"Organic oxygen compounds"	1	"Organooxygen compounds"	0.998	"Carbonyl compounds"	0.972	"Aldehydes"	0.938	"Benzaldehydes"	0.89	"Organic compounds; Aldehydes; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	135.081	58	0.961	839408713908657536	839408483612000640	839408483612000640	167	NA	167
2	"C15H24O7"	"[M - H2O + H]+"	"C15H23O6+"	"Terpenoids"	0.592	"Monoterpenoids"	0.389	"Fatty acyl glycosides of mono- and disaccharides"	0.262	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.921	"Glycosyl compounds"	0.823	"O-glycosyl compounds"	0.84	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	299.149	58	0.961	839409244890774400	839408484031431040	839408484027236736	174	NA	174
1	"C15H22O6"	"[M + K]+"	"C15H22KO6+"	"Terpenoids"	0.731	"Sesquiterpenoids"	0.591	"Macrolide lactones"	0.336	"Lipids and lipid-like molecules"	0.564	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.564	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	337.105	59	0.983	839409095594521856	839408484132094336	839408484132094336	176	NA	176
3	"C40H75NO9"	"[M + H]+"	"C40H76NO9+"	"Fatty acids"	0.998	"Spingolipids"	0.992	"Neutral glycosphingolipids"	0.99	"Lipids and lipid-like molecules"	0.969	"Sphingolipids"	0.685	"Glycosphingolipids"	0.805	"Neutral glycosphingolipids"	0.579	"Glycosyl-N-acylsphingosines"	0.563	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Neutral glycosphingolipids; Simple glycosylceramides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	714.552	59	0.984	839408874764414720	839408483792355712	839408483792355712	170	NA	170
1	"C6H14O6"	"[M - H2O + H]+"	"C6H13O5+"	"Fatty acids"	0.976	"Fatty acyls"	0.991	"Fatty alcohols"	0.996	"Organic oxygen compounds"	1	"Organooxygen compounds"	0.999	"Carbohydrates and carbohydrate conjugates"	0.901	"Monosaccharides"	0.871	"Monosaccharides"	0.871	"Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Sugar alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	165.076	59	0.985	839409319067041024	839408483968516480	839408483964322176	173	NA	173
1	"C15H22O6"	"[M + H3N + H]+"	"C15H26NO6+"	"Terpenoids"	0.487	"Macrolides"	0.388	"Macrolide lactones"	0.49	"Lipids and lipid-like molecules"	0.579	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.579	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	316.176	61	1.009	839408616118455808	839408484098539904	839408484098539904	175	NA	175
1	"C6H12O5"	"[M - H2O + H]+"	"C6H11O4+"	"Carbohydrates"	0.932	"Saccharides"	0.838	"Monosaccharides"	0.799	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.825	"Monosaccharides"	0.83	"Monosaccharides"	0.83	"Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Short-chain aldehydes; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	147.065	61	1.009	839408652881531904	839408483909796224	839408483905601920	172	NA	172
1	"C17H26O6"	"[M + H3N + H]+"	"C17H30NO6+"	"Terpenoids"	0.688	"Sesquiterpenoids"	0.502	"Bisabolane sesquiterpenoids"	0.327	"Lipids and lipid-like molecules"	0.637	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.637	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	344.207	61	1.009	839408664822715648	839408484165648768	839408484165648768	177	NA	177
1	"C6H10O4"	"[M - H2O + H]+"	"C6H9O3+"	"Fatty acids"	0.917	"Fatty Acids and Conjugates"	0.786	"Dicarboxylic acids"	0.666	"Organic acids and derivatives"	0.614	"Carboxylic acids and derivatives"	0.661	"Carboxylic acids"	0.513	NA	NA	"Carboxylic acids"	0.513	"Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	129.055	61	1.009	839408685391583360	839408483851075968	839408483851075968	171	NA	171
1	"C16H24O6"	"[M + H3N + H]+"	"C16H28NO6+"	"Terpenoids"	0.585	"Sesquiterpenoids"	0.312	"Macrolide lactones"	0.166	"Lipids and lipid-like molecules"	0.754	"Fatty Acyls"	0.599	NA	NA	NA	NA	"Fatty Acyls"	0.599	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	330.191	62	1.031	839408998630601472	839408484241146240	839408484236951936	179	NA	179
1	"C12H24O"	"[M + H3N + H]+"	"C12H28NO+"	"Fatty acids"	0.935	"Fatty acyls"	0.867	"Fatty alcohols"	0.805	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.999	"Alcohols and polyols"	0.719	"Primary alcohols"	0.509	"Primary alcohols"	0.509	"Organic compounds; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	202.217	63	1.055	839408605498477824	839408484278894976	839408484278894976	180	NA	180
2	"C15H31NO4"	"[M + H3N + H]+"	"C15H35N2O4+"	"Fatty acids"	0.82	"Fatty amides"	0.321	"N-acyl amines"	0.119	"Organic acids and derivatives"	0.995	"Carboxylic acids and derivatives"	0.986	"Amino acids, peptides, and analogues"	0.585	"Amino acids and derivatives"	0.582	"Amino acids and derivatives"	0.582	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	307.259	66	1.096	839409120659682944	839408484358586752	839408484358586752	182	NA	182
2	"C16H28O"	"[M + H3N + H]+"	"C16H32NO+"	"Terpenoids"	0.939	"Sesquiterpenoids"	0.669	"Farnesane sesquiterpenoids"	0.156	"Lipids and lipid-like molecules"	0.833	"Prenol lipids"	0.657	NA	NA	NA	NA	"Prenol lipids"	0.657	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	254.248	70	1.165	839408635550667008	839408484631216512	839408484631216512	189	NA	189
1	"C13H18N6O5"	"[M - H2O + H]+"	"C13H17N6O4+"	"Carbohydrates"	0.465	"Nucleosides"	0.645	"Purine alkaloids"	0.72	"Organoheterocyclic compounds"	0.98	"Imidazopyrimidines"	0.814	"Purines and purine derivatives"	0.842	"Xanthines"	0.525	"Xanthines"	0.525	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	321.131	71	1.181	839409201995626880	839408484446667136	839408484446667136	184	NA	184
1	"C14H22N2O4"	"[M + Na]+"	"C14H22N2NaO4+"	"Amino acids and Peptides"	0.595	"Small peptides"	0.607	"Dipeptides"	0.32	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.996	"Amino acids, peptides, and analogues"	0.616	"Amino acids and derivatives"	0.606	"Amino acids and derivatives"	0.606	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	305.147	72	1.203	839408982532862464	839408484408918400	839408484408918400	183	NA	183
1	"C14H22O3Si"	"[M + H3N + H]+"	"C14H26NO3Si+"	"Terpenoids"	0.471	"Macrolides"	0.312	"Bisabolane sesquiterpenoids"	0.149	"Organic oxygen compounds"	1	"Organooxygen compounds"	0.999	"Alcohols and polyols"	0.546	NA	NA	"Alcohols and polyols"	0.546	"Organic compounds; Alcohols and polyols; Organohalogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	284.168	73	1.209	839408611177565696	839408484517970304	839408484517970304	186	NA	186
1	"C14H19NO4"	"[M + H3N + H]+"	"C14H23N2O4+"	"Fatty acids"	0.401	"Fatty amides"	0.301	"Piperidine alkaloids"	0.358	"Organic acids and derivatives"	0.995	"Carboxylic acids and derivatives"	0.984	"Carboxylic acid derivatives"	0.908	"Carboxylic acid amides"	0.703	"Secondary carboxylic acid amides"	0.585	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	283.165	73	1.211	839408963452973440	839408484484415872	839408484484415872	185	NA	185
1	"C39H52O12"	"[M + Na]+"	"C39H52NaO12+"	"Terpenoids"	0.618	"Steroids"	0.153	"Spirotetronate macrolides"	0.19	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.773	"Glycosyl compounds"	0.67	"O-glycosyl compounds"	0.682	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	735.336	73	1.212	839408625551445888	839408484555719040	839408484555719040	187	NA	187
2	"C10H23NO"	"[M + H]+"	"C10H24NO+"	"Fatty acids"	0.91	"Spingolipids"	0.234	"Sphingoid bases"	0.801	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	1	"Amines"	0.998	"Alkanolamines"	0.954	"1,2-aminoalcohols"	0.928	"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	174.185	73	1.223	839409127026636416	839408484668965248	839408484668965248	190	NA	190
1	"C34H50O7"	"[M + H3N + H]+"	"C34H54NO7+"	"Terpenoids"	0.753	"Triterpenoids"	0.344	"Lanostane, Tirucallane and Euphane triterpenoids"	0.07	"Lipids and lipid-like molecules"	0.863	"Prenol lipids"	0.722	NA	NA	NA	NA	"Prenol lipids"	0.722	"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	588.39	74	1.233	839408697395682048	839408484740268544	839408484740268544	192	NA	192
1	"C6H12O5"	"[M - H2O + H]+"	"C6H11O4+"	"Carbohydrates"	0.97	"Saccharides"	0.913	"Monosaccharides"	0.849	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.918	"Monosaccharides"	0.903	"Monosaccharides"	0.903	"Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Short-chain aldehydes; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	147.065	74	1.233	839408601601969152	839408484845126144	839408484845126144	195	NA	195
1	"C6H10O4"	"[M - H2O + H]+"	"C6H9O3+"	"Fatty acids"	0.946	"Fatty Acids and Conjugates"	0.78	"Dicarboxylic acids"	0.584	"Lipids and lipid-like molecules"	0.542	"Fatty Acyls"	0.522	NA	NA	NA	NA	"Fatty Acyls"	0.522	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	129.055	74	1.233	839408607360748928	839408484773822976	839408484773822976	193	NA	193
1	"C17H26O6"	"[M + H3N + H]+"	"C17H30NO6+"	"Terpenoids"	0.727	"Sesquiterpenoids"	0.549	"Bisabolane sesquiterpenoids"	0.356	"Lipids and lipid-like molecules"	0.681	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.681	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	344.207	74	1.241	839408622523158272	839408484916429312	839408484916429312	197	NA	197
1	"C16H24O6"	"[M + H3N + H]+"	"C16H28NO6+"	"Terpenoids"	0.598	"Sesquiterpenoids"	0.242	"Iridoids monoterpenoids"	0.239	"Lipids and lipid-like molecules"	0.773	"Fatty Acyls"	0.606	NA	NA	NA	NA	"Fatty Acyls"	0.606	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	330.191	75	1.242	839408661937034496	839408484597662080	839408484593467776	188	NA	188
1	"C15H22O6"	"[M + H3N + H]+"	"C15H26NO6+"	"Terpenoids"	0.35	"Sesquiterpenoids"	0.171	"Macrolide lactones"	0.264	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.655	"Monosaccharides"	0.746	"Hexoses"	0.513	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organooxygen compounds; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	316.176	75	1.244	839409104339645824	839408485021286912	839408485021286912	200	NA	200
2	"C12H20N2O3"	"[M + H]+"	"C12H21N2O3+"	"Amino acids and Peptides"	0.542	"Small peptides"	0.511	"Dipeptides"	0.209	"Organic acids and derivatives"	0.994	"Carboxylic acids and derivatives"	0.987	"Amino acids, peptides, and analogues"	0.579	"Amino acids and derivatives"	0.572	"Amino acids and derivatives"	0.572	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	241.155	75	1.246	839409236468611840	839408484983538176	839408484983538176	199	NA	199
2	"C6H14O6"	"[M - H2O + H]+"	"C6H13O5+"	"Fatty acids"	0.978	"Fatty acyls"	0.992	"Fatty alcohols"	0.996	"Organic oxygen compounds"	1	"Organooxygen compounds"	0.999	"Carbohydrates and carbohydrate conjugates"	0.932	"Monosaccharides"	0.906	"Monosaccharides"	0.906	"Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Sugar alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	165.076	75	1.247	839408690827401472	839408484882874880	839408484882874880	196	NA	196
1	"C15H22O6"	"[M + H]+"	"C15H23O6+"	"Terpenoids"	0.241	"Phenylpropanoids (C6-C3)"	0.252	"Cinnamic acids and derivatives"	0.276	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.852	"Glycosyl compounds"	0.612	"O-glycosyl compounds"	0.637	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	299.149	75	1.247	839409217002846720	839408485059035648	839408485059035648	201	NA	201
2	"C9H10O"	"[M + H]+"	"C9H11O+"	"Shikimates and Phenylpropanoids"	0.443	"Sesquiterpenoids"	0.319	"Simple phenolic acids"	0.221	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.998	"Carbonyl compounds"	0.947	"Aldehydes"	0.932	"Benzaldehydes"	0.876	"Organic compounds; Aldehydes; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	135.081	75	1.247	839409364004814208	839408484811571712	839408484811571712	194	NA	194
3	"C13H10FN5O4"	"[M + H3N + H]+"	"C13H14FN6O4+"	"Alkaloids"	0.348	"Small peptides"	0.029	"Purine alkaloids"	0.051	"Organic 1,3-dipolar compounds"	0.712	"Allyl-type 1,3-dipolar organic compounds"	0.702	"Organic nitro compounds"	0.736	"C-nitro compounds"	0.706	"Nitroaromatic compounds"	0.67	"Organic compounds; Organoheterocyclic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Organic nitro compounds; Organic oxoazanium compounds; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"	337.105	75	1.251	839409126053557888	839408485096784384	839408485096784384	202	NA	202
