row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_03_BB_10mM.mzML Peak area,20260424_CVOL_Group_03_IAA_50uM.mzML Peak area,20260424_CVOL_Group_03_Pt_1A_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_1A_20m.mzML Peak area,20260424_CVOL_Group_03_Pt_1B_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_1B_20m.mzML Peak area,20260424_CVOL_Group_03_Pt_2A_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_2A_20m.mzML Peak area,20260424_CVOL_Group_03_Pt_2B_0m.mzML Peak area,20260424_CVOL_Group_03_Pt_2B_20m.mzML Peak area,20260424_CVOL_Group_03_QC_01.mzML Peak area,20260424_CVOL_Group_03_QC_02.mzML Peak area,20260424_CVOL_Group_03_QC_03.mzML Peak area,20260424_CVOL_Group_03_QC_04.mzML Peak area,20260424_CVOL_Group_03_QC_05.mzML Peak area,20260424_CVOL_Group_03_QC_06.mzML Peak area,20260424_CVOL_Group_03_bl.mzML Peak area,20260424_CVOL_Group_03_wt_1A_0m.mzML Peak area,20260424_CVOL_Group_03_wt_1A_20m.mzML Peak area,20260424_CVOL_Group_03_wt_1B_0m.mzML Peak area,20260424_CVOL_Group_03_wt_1B_20m.mzML Peak area,20260424_CVOL_Group_03_wt_2A_0m.mzML Peak area,20260424_CVOL_Group_03_wt_2A_20m.mzML Peak area,20260424_CVOL_Group_03_wt_2B_0m.mzML Peak area,20260424_CVOL_Group_03_wt_2B_20m.mzML Peak area,20260424_CVOL_bk_mapp_05.mzML Peak area,Unnamed: 39
203,258.1501182403158,1.5598423,height,,,,,,,,,,,2661568.0,0.0,0.0,6857281.5,6637766.5,6460044.5,6305963.5,6956501.0,6728279.0,6794207.5,7180155.5,7316312.0,6702658.0,7222394.0,7227972.5,7241461.0,0.0,0.0,6541424.5,5422380.0,6747226.5,0.0,6293017.0,6513769.5,6301027.5,0.0,
204,282.0032288316138,1.5296578,height,,,,,,,,,,,0.0,0.0,4775383.5,4292162.0,4079958.2,3970442.8,3964543.2,4475123.0,4344569.0,4365338.0,4491486.0,4467373.0,4384908.0,4540339.0,4642268.0,4718661.5,0.0,3722477.2,4654156.0,3431105.0,4383625.0,3931379.0,4038843.5,4226151.0,4237933.0,0.0,
205,257.147156232497,1.5632507,height,,,,,,,,,,,23927320.0,0.0,64528760.0,63959120.0,61272892.0,58776980.0,59333230.0,64027176.0,62125076.0,63257784.0,67387880.0,69401540.0,63517476.0,67673820.0,67289360.0,67288410.0,0.0,0.0,64904060.0,49939828.0,59369236.0,61568576.0,57928680.0,59513550.0,58750060.0,0.0,
206,140.53880312781695,1.5591824,height,,,,,,,,,,,0.0,0.0,825006.8,774274.44,875465.7,831255.1,771405.1,796986.56,843812.6,1036535.2,1051798.9,1001127.5,1005178.06,1067203.1,1042630.7,0.0,0.0,630539.94,864791.75,566231.1,735450.1,713360.44,0.0,777223.2,799163.2,0.0,
207,374.22611582436446,1.5527716,height,,,,,,,,,,,1770082.4,0.0,403617.0,359586.62,383205.7,353336.9,376045.9,457898.47,407020.47,419809.22,564457.9,523424.06,544982.56,562171.4,590329.0,558691.3,0.0,0.0,384125.66,0.0,329070.44,452374.78,442406.12,466609.75,458209.88,0.0,
208,257.1471654826243,1.6648269,height,,,,,,,,,,,27831318.0,0.0,58380828.0,0.0,58399308.0,53426556.0,59333230.0,55156276.0,59223930.0,59769136.0,65284100.0,68774690.0,65535584.0,67673820.0,66210292.0,66579490.0,0.0,46397550.0,59478510.0,45017324.0,50551132.0,50878500.0,53929480.0,56124604.0,54224416.0,0.0,
209,266.1230353504005,1.7141455,height,,,,,,,,,,,631766.44,505428.6,480051.12,532820.1,502913.94,549773.7,512154.12,484744.62,480313.3,530786.7,0.0,450437.4,440776.7,433953.78,417930.38,417930.6,594207.9,527507.25,502262.38,579387.25,526642.56,511341.56,573395.0,535573.8,549533.44,572689.56,
210,334.18346400335696,1.7163228,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640843.6,1720482.1,1919498.8,1629530.6,1889003.9,1570039.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
211,224.0760846576186,1.7182614,height,,,,,,,,,,,335275.56,303630.72,301917.28,303051.25,298531.47,300539.56,305755.75,307675.12,290520.16,295265.75,265976.44,0.0,277539.8,0.0,237715.23,256288.98,332447.84,303803.72,305232.3,344541.6,290494.5,302141.1,326835.4,300547.66,297445.1,329443.72,
212,494.3339745727066,1.841722,height,,,,,,,,,,,0.0,0.0,336116.9,0.0,0.0,0.0,411003.12,0.0,0.0,0.0,771664.06,911391.0,852322.1,884127.94,816372.75,874072.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369822.8,0.0,0.0,
213,266.12300805872815,1.8727431,height,,,,,,,,,,,520315.75,486834.25,0.0,492742.78,524803.6,518543.2,500902.22,466624.62,468851.25,492456.78,461225.34,447127.34,448230.53,457093.97,429979.84,417832.84,518759.28,478726.62,496956.66,560346.75,481578.44,471885.5,503023.44,530713.06,496492.25,497332.12,
214,605.4026102498389,1.9389454,height,,,,,,,,,,,0.0,0.0,461645.25,451167.62,469855.47,481703.22,467384.9,359274.12,480527.28,449939.56,1176081.4,1176831.4,1386050.8,1071553.0,1297650.6,1308338.2,0.0,0.0,440662.53,0.0,319788.12,304375.8,366503.66,0.0,365731.06,0.0,
215,488.32322257483366,1.9434931,height,,,,,,,,,,,0.0,0.0,415359.53,402587.66,388193.78,393458.9,0.0,337040.9,368122.38,350915.94,722568.25,789587.0,857999.44,649356.8,783566.2,853406.7,0.0,0.0,350150.1,0.0,327991.0,286523.12,311859.84,0.0,284977.28,0.0,
216,188.07064156471705,1.979804,height,,,,,,,,,,,0.0,0.0,413334.78,768273.25,443259.2,805210.8,357921.1,598000.0,503302.3,626266.8,1012816.6,1106784.4,1205345.5,1073172.5,962199.9,1217149.0,0.0,0.0,673581.56,0.0,546103.75,422005.2,871566.0,810168.3,759923.06,0.0,
217,284.20671579021047,2.0063565,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3407348.0,3045905.0,3746924.5,2844238.5,2745297.8,4028196.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
218,309.2045136070713,2.0262213,height,,,,,,,,,,,0.0,0.0,574385.25,451615.4,462956.34,508464.12,402188.44,383587.34,433714.6,421955.03,1131814.9,1340405.2,1284187.8,1224957.4,1129685.0,1285330.1,0.0,0.0,423872.88,0.0,305591.03,0.0,363939.66,454050.78,361649.94,0.0,
219,639.3843690326155,2.0262077,height,,,,,,,,,,,0.0,0.0,836810.2,838814.25,787633.0,765029.06,631858.3,672651.75,619247.0,723270.56,1395951.4,1462188.9,1455542.1,1337637.1,1334514.1,1412611.4,0.0,0.0,629964.56,0.0,667972.6,453823.25,672897.8,760482.3,595981.9,0.0,
220,533.2950239129028,2.0435684,height,,,,,,,,,,,0.0,0.0,392036.75,380500.5,362529.72,369318.97,371103.8,382800.34,355158.47,335047.22,574665.8,580663.5,584463.7,520489.5,548576.9,569283.06,0.0,0.0,364440.7,0.0,278441.28,253410.95,308533.25,0.0,314331.84,0.0,
221,394.2337365235833,2.046853,height,,,,,,,,,,,0.0,0.0,296657.62,288546.66,270422.1,278512.5,0.0,250212.23,283184.3,252555.22,442705.75,515078.62,479037.3,452451.25,485518.0,484615.16,0.0,0.0,248381.95,0.0,0.0,0.0,229422.88,273182.78,214990.12,0.0,
222,683.4109181028324,2.0812428,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,363143.88,0.0,0.0,0.0,0.0,419012.28,571623.5,477890.9,488359.53,478285.9,578158.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
223,323.2202687730717,2.1101015,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423428.6,526051.3,443464.25,502011.44,430928.2,439907.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
224,645.433742090562,2.106251,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630268.2,589494.3,551856.5,557358.9,581958.4,617809.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
225,488.3232894312727,2.1811163,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398174.72,533373.2,521800.34,476289.28,502058.0,431473.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
226,794.4791189578783,2.1914327,height,,,,,,,,,,,0.0,0.0,320341.88,0.0,0.0,249736.11,0.0,0.0,0.0,0.0,524501.2,644664.06,610693.8,622972.6,526480.06,565030.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
227,386.7520419491406,2.1937423,height,,,,,,,,,,,0.0,0.0,303262.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517417.16,656567.9,581574.06,680977.6,560262.1,652183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
228,163.03900048283148,2.2390778,height,,,,,,,,,,,0.0,0.0,0.0,680809.75,0.0,600504.56,0.0,0.0,0.0,644693.75,1662982.0,1869104.9,1704542.8,1889758.1,3191105.5,1784268.0,0.0,2731209.5,4369064.0,2955343.2,3508877.8,2135916.0,1530387.4,1368219.2,1598238.0,0.0,
229,355.1023181986129,2.229826,height,,,,,,,,,,,0.0,0.0,568606.2,827862.4,579800.75,739361.06,474148.16,0.0,443952.75,512535.97,2306400.5,2163340.8,2084034.4,2523326.8,2149033.8,2161741.8,0.0,3278658.0,5372606.5,3518476.8,4157136.5,2574224.5,1841221.4,1682919.4,1945803.4,0.0,
230,377.0842935503841,2.2292817,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547465.1,563425.4,495437.97,539508.56,563955.1,552251.3,0.0,1044901.1,1367652.0,1030412.3,1217035.5,673605.25,525566.4,470098.25,598068.44,0.0,
231,309.2045146749502,2.2349427,height,,,,,,,,,,,0.0,0.0,368238.56,0.0,316189.7,0.0,0.0,0.0,0.0,292942.22,647757.4,675710.94,709481.25,758446.2,866730.56,849247.8,0.0,0.0,301543.6,0.0,0.0,0.0,0.0,310409.16,0.0,0.0,
232,328.23285481009543,2.2432601,height,,,,,,,,,,,0.0,266655.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466971.5,1356748.5,1649665.9,1742851.5,1615816.9,1739474.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
233,599.3919231956625,2.2836113,height,,,,,,,,,,,0.0,0.0,0.0,0.0,339442.38,282794.25,0.0,330241.7,322471.88,0.0,0.0,587432.75,648335.5,675567.94,0.0,734589.94,0.0,0.0,312909.44,0.0,0.0,0.0,270766.6,307983.5,0.0,0.0,
234,653.4000275253305,2.274534,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395616.72,454426.16,456226.9,466482.16,399720.06,459786.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
235,716.4710234575841,2.2831414,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504983.88,489685.78,505551.28,559954.3,489934.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
236,355.102322664881,2.2568233,height,,,,,,,,,,,0.0,0.0,568606.2,827862.4,579800.75,739361.06,474148.16,0.0,0.0,0.0,948906.7,2252121.5,2079126.6,2523326.8,1249488.5,2461051.0,0.0,1372046.9,2117506.2,1613620.2,1454174.8,2574224.5,1951978.2,1826325.0,2314494.0,0.0,
237,163.03899816459997,2.3104527,height,,,,,,,,,,,0.0,0.0,700582.1,778571.44,629129.25,774352.7,0.0,602732.3,0.0,644693.75,2065439.0,2284012.8,2277886.8,2574059.0,3191105.5,2125759.0,0.0,3277656.5,5028321.0,3848729.8,3431386.2,1934118.0,2212400.8,1937000.9,1991464.8,0.0,
238,750.4529153187516,2.3121407,height,,,,,,,,,,,0.0,0.0,603253.6,427887.88,489126.66,483507.62,496598.97,439399.25,492330.28,449566.2,1079874.8,1347133.4,1304794.4,1385039.8,1142949.5,1284038.1,0.0,0.0,386869.53,0.0,0.0,0.0,325204.88,415142.16,0.0,0.0,
239,364.7389276260194,2.3204558,height,,,,,,,,,,,0.0,0.0,661933.75,469462.94,525146.1,497226.75,548796.9,472740.8,479662.78,505111.03,1241835.4,1418922.4,1411895.5,1494128.6,1271699.8,1439530.1,0.0,0.0,479967.0,0.0,0.0,428601.44,438656.8,556258.8,388408.4,0.0,
240,645.4338285484158,2.325065,height,,,,,,,,,,,0.0,0.0,300536.16,0.0,0.0,251058.56,255107.17,0.0,0.0,0.0,488561.72,550640.44,550642.8,589912.3,0.0,600831.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
241,527.2843834977926,2.3814511,height,,,,,,,,,,,0.0,0.0,509373.06,440267.5,419655.0,430425.8,386688.56,410682.25,367365.47,396740.5,568963.0,623028.56,594788.7,596676.94,539933.4,577605.1,0.0,245022.47,450951.5,0.0,384762.62,284216.3,368068.94,380408.47,369875.25,0.0,
242,505.30230937061833,2.3864236,height,,,,,,,,,,,0.0,0.0,330039.16,271410.3,245561.14,262468.7,0.0,257879.25,236411.27,238391.6,453107.56,523787.0,522573.16,509755.78,501762.38,499253.8,0.0,0.0,254858.81,0.0,0.0,0.0,247137.17,259448.88,233699.72,0.0,
243,378.7545308510141,2.385796,height,,,,,,,,,,,0.0,0.0,381909.16,282664.38,316021.84,273157.4,266277.62,289191.3,250014.22,0.0,575724.2,691393.3,709880.06,657826.9,669416.4,644052.94,0.0,0.0,264104.44,0.0,0.0,0.0,254777.88,274229.84,0.0,0.0,
244,861.521272918978,2.4028287,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620520.4,798655.0,667198.44,825965.7,647302.4,676143.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
245,442.28616017003634,2.420924,height,,,,,,,,,,,0.0,0.0,325467.38,251688.23,281729.84,241075.27,0.0,277653.44,0.0,0.0,525398.8,638306.4,667042.4,691100.0,641255.8,679884.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288502.8,0.0,0.0,
246,364.7389223384692,2.4192905,height,,,,,,,,,,,0.0,0.0,309819.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523893.9,780259.7,718731.8,709265.44,661164.56,646869.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
247,355.7335445755425,2.436573,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230153.92,422704.84,540580.06,518687.47,412698.38,440672.6,492769.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
248,327.2012165727938,2.4471493,height,,,,,,,,,,,356686.6,399122.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764790.56,547642.8,0.0,564063.3,453158.88,383733.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273416.9,
249,371.7467485620873,2.4617825,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329626.0,426836.34,413405.47,400921.3,398106.56,402102.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
250,497.820415102795,2.5154748,height,,,,,,,,,,,0.0,0.0,336151.94,264466.97,297872.9,285085.62,275894.25,261827.31,252321.55,284720.03,510969.9,636727.7,705117.94,647014.06,692050.44,681752.56,0.0,0.0,250279.1,0.0,0.0,0.0,229449.48,0.0,0.0,0.0,
251,420.27306740731166,2.5202644,height,,,,,,,,,,,0.0,0.0,632738.56,563196.5,536483.25,504790.84,566202.4,510953.0,489291.88,502242.28,1004505.44,1287647.4,1386926.4,1407602.9,1286510.9,1361719.2,0.0,0.0,452747.5,0.0,423961.28,353396.3,440036.4,536058.6,383182.6,0.0,
252,861.5212370008022,2.5110664,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510029.34,655018.94,757763.9,592205.44,615381.25,647295.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
253,475.80747040699305,2.5635164,height,,,,,,,,,,,0.0,0.0,764024.1,597682.9,674205.06,589795.9,676457.8,586144.94,568710.7,662083.8,1416349.8,1513074.4,1772317.9,1531319.0,1583527.1,1671282.2,0.0,0.0,612777.56,0.0,472038.3,391911.16,495757.06,667391.56,436638.22,0.0,
254,427.28092068507465,2.5633783,height,,,,,,,,,,,0.0,0.0,304048.94,265079.8,243991.0,232980.52,242048.11,232604.58,209174.23,244334.81,457578.97,607602.4,621726.7,584367.25,555791.6,573379.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220076.45,0.0,0.0,
255,434.2886115828246,2.5829318,height,,,,,,,,,,,0.0,0.0,514630.56,426965.28,414199.12,408313.47,434060.0,443012.06,426189.75,467811.7,797198.3,996295.56,954841.4,956440.56,916477.4,929236.25,0.0,0.0,381191.1,0.0,350133.47,274932.97,335398.12,427325.6,349320.62,0.0,
256,638.3527701488994,2.586853,height,,,,,,,,,,,0.0,0.0,527497.5,427182.0,403483.12,391074.38,412579.0,396462.78,357743.06,426825.2,755319.94,1010888.56,888688.0,900676.9,835750.4,866294.06,0.0,0.0,411464.6,0.0,320594.3,273774.53,324804.78,423358.6,286355.28,0.0,
257,411.2678128279522,2.5811102,height,,,,,,,,,,,0.0,0.0,398895.62,308836.3,335185.5,294667.34,336611.56,317022.34,299001.0,354054.25,631672.4,712814.5,728737.3,704150.9,656741.44,732161.3,0.0,0.0,313446.72,0.0,261235.39,0.0,254334.56,312829.72,232928.34,0.0,
258,441.296476999365,2.6162875,height,,,,,,,,,,,0.0,0.0,239701.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345693.2,445151.47,445015.16,441802.22,443995.75,441067.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
259,489.8227422333888,2.6277366,height,,,,,,,,,,,0.0,0.0,575115.06,403175.28,504488.8,419129.66,433059.5,419659.84,382795.4,445737.0,946741.6,1004849.0,1085574.1,1174066.8,1097402.0,1112801.5,0.0,0.0,376929.06,0.0,350960.12,314985.5,355151.47,418600.0,338550.56,0.0,
260,553.3548172036268,2.650048,height,,,,,,,,,,,0.0,0.0,415314.25,288118.6,339554.75,317288.88,284331.94,322302.38,306919.4,296126.2,660627.56,738579.2,763000.6,855015.06,774144.06,836395.44,0.0,0.0,267172.72,0.0,241244.67,0.0,253975.55,297767.78,0.0,0.0,
261,482.8152477257242,2.6539838,height,,,,,,,,,,,0.0,0.0,354885.7,276615.34,295253.9,261542.38,266081.22,254702.69,261085.05,286400.62,560138.2,638072.94,649075.4,744012.7,684434.0,680309.6,0.0,0.0,0.0,0.0,224774.08,0.0,0.0,268353.47,0.0,0.0,
262,531.3418122707193,2.6903625,height,,,,,,,,,,,0.0,0.0,713672.8,513600.66,571840.56,498129.34,495686.4,524105.25,489059.9,564241.25,1195451.8,1334810.2,1518792.8,1383273.4,1526308.9,1456418.2,0.0,0.0,495824.2,0.0,404597.6,327001.66,448918.47,528078.8,413181.38,0.0,
263,560.3621857223169,2.7083259,height,,,,,,,,,,,0.0,0.0,226535.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352152.28,406847.5,409320.8,374232.84,447612.47,439049.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
264,466.8022327152414,2.7168303,height,,,,,,,,,,,0.0,0.0,409510.9,333187.06,339092.28,298051.66,306065.22,317957.4,0.0,341368.56,619367.56,724823.06,763060.7,670470.25,747768.3,746915.5,0.0,0.0,336021.28,0.0,267252.25,0.0,251546.75,323803.72,257054.05,0.0,
265,749.420749712639,2.728292,height,,,,,,,,,,,0.0,0.0,310655.0,216096.31,0.0,0.0,230774.83,238063.89,0.0,0.0,568678.0,626437.2,633876.75,612892.8,646209.7,655975.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224948.61,0.0,0.0,
266,496.8306621263714,2.7433352,height,,,,,,,,,,,0.0,0.0,257249.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418273.97,441038.72,495742.9,461614.12,487450.06,489796.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
267,608.8889729122177,2.755672,height,,,,,,,,,,,0.0,0.0,287836.56,0.0,256539.27,234100.02,249370.7,279372.03,214965.86,0.0,568758.3,585069.4,647011.1,626913.3,696500.94,620522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243283.28,0.0,0.0,
268,545.3571939071604,2.7525365,height,,,,,,,,,,,0.0,0.0,429855.84,395985.97,405902.34,366619.16,395891.25,418419.62,372958.06,380246.22,856685.6,891271.2,1004681.2,987844.2,1041869.25,1018015.1,0.0,0.0,367484.0,0.0,315928.2,262795.3,325134.5,379551.06,312337.53,0.0,
269,586.8759577965474,2.7707696,height,,,,,,,,,,,0.0,0.0,519723.1,427428.75,484526.5,438056.3,434420.3,415474.28,405146.16,444921.22,983778.4,1151921.5,1188693.8,1157581.4,1256534.2,1188221.5,0.0,0.0,397063.72,0.0,342688.8,284530.22,379240.3,399773.56,336956.2,0.0,
270,538.3496592937712,2.7759175,height,,,,,,,,,,,0.0,0.0,314387.9,280686.3,275494.06,276426.4,277335.12,284056.12,233985.0,312539.47,557021.6,645165.0,659565.4,680167.44,717050.8,727477.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247383.05,0.0,0.0,
271,522.3366975571313,2.8025203,height,,,,,,,,,,,0.0,0.0,367383.7,295247.44,334474.53,310605.7,313884.7,310766.7,276452.84,311170.97,597377.1,772599.25,747288.1,827157.8,821249.3,840200.75,0.0,0.0,299864.3,0.0,259249.11,0.0,267494.75,315400.44,231268.88,0.0,
272,615.8967500836814,2.8060992,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326621.78,386546.62,367771.66,354883.66,403679.22,404966.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
273,664.4234558279046,2.815554,height,,,,,,,,,,,0.0,0.0,258021.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435567.0,503446.6,530922.75,526379.1,506717.5,529459.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
274,552.3653336398528,2.8332424,height,,,,,,,,,,,0.0,0.0,247192.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401981.97,479683.3,500754.22,454107.66,485881.1,482136.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
275,600.8915200020181,2.8337455,height,,,,,,,,,,,0.0,0.0,398464.62,320865.8,362245.44,314745.3,373632.47,312621.75,294017.94,326063.75,703360.44,868244.7,814340.56,878191.7,830840.8,898952.6,0.0,0.0,310983.47,0.0,261438.9,0.0,268665.16,331892.25,246016.05,0.0,
276,593.8839762068628,2.8359437,height,,,,,,,,,,,0.0,0.0,287850.03,234679.12,241927.56,222519.28,222548.84,0.0,0.0,243817.81,476776.22,607861.6,627158.6,597235.6,635513.8,620918.4,0.0,0.0,225196.61,0.0,0.0,0.0,0.0,238252.83,0.0,0.0,
277,419.7572895768692,2.8548212,height,,,,,,,,,,,0.0,0.0,326049.53,304091.6,261603.61,263468.94,260594.73,270618.03,255610.38,292985.84,541817.2,651304.4,681930.9,638151.25,638702.7,583795.25,0.0,0.0,265328.38,0.0,217955.58,0.0,238827.84,284100.44,0.0,0.0,
278,642.4101688077332,2.860003,height,,,,,,,,,,,0.0,0.0,420512.3,355054.06,340840.78,333993.1,315190.78,319904.28,322626.7,329326.6,742395.1,974222.8,979836.6,839913.06,980759.25,917278.2,0.0,0.0,337101.22,0.0,281738.94,0.0,278268.56,348638.78,281104.9,0.0,
279,671.4307869238631,2.8862445,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353001.4,375957.7,371775.72,362582.1,392077.44,404564.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
280,719.9579466874751,2.88826,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359889.66,348776.88,359562.75,401280.88,421145.1,460710.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
281,577.8708631939816,2.8912323,height,,,,,,,,,,,0.0,0.0,314616.66,244504.17,268963.44,0.0,0.0,235813.62,234791.45,250482.86,582661.56,581138.4,593321.3,650579.7,648643.94,742544.8,0.0,0.0,245798.7,0.0,0.0,0.0,0.0,229785.34,0.0,0.0,
282,607.8995871469383,2.9047854,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387542.9,408580.38,394271.03,460455.34,462086.25,494284.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
283,649.4182176737128,2.9067776,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452333.22,512465.94,534274.1,563112.06,607170.75,660345.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284,656.4258967772271,2.913616,height,,,,,,,,,,,0.0,0.0,325899.22,260283.47,301959.16,271967.3,273143.38,272867.9,264074.66,292947.6,650281.0,636132.94,715085.9,727084.94,808975.75,820244.3,0.0,0.0,261177.83,0.0,219651.16,0.0,0.0,304579.97,0.0,0.0,
285,697.9445109158125,2.9096186,height,,,,,,,,,,,0.0,0.0,316284.34,246798.55,309995.94,261686.33,254934.94,0.0,0.0,244484.03,596772.6,607637.6,674590.9,685603.4,785410.1,830384.8,0.0,0.0,237931.86,0.0,0.0,0.0,0.0,285194.94,0.0,0.0,
286,476.3073864237554,2.9126534,height,,,,,,,,,,,1210759.0,1365657.5,0.0,436639.0,604441.44,413369.28,0.0,381737.53,384542.22,0.0,0.0,0.0,0.0,694452.8,0.0,761153.2,1715236.0,452143.34,487474.2,433403.4,517697.75,474311.0,354591.84,394052.4,395414.53,401834.9,
287,465.6320996606253,2.9278667,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359432.2,423672.1,466912.34,431685.25,469243.97,523296.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
288,633.9065893874223,2.9506378,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323161.38,358388.34,396650.62,410719.78,403173.34,440067.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
289,475.7929226841151,2.9602492,height,,,,,,,,,,,0.0,0.0,267005.6,0.0,0.0,0.0,0.0,0.0,0.0,214061.11,458000.56,480861.88,489888.2,514200.34,546314.25,487815.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
