"feature_id_full","feature_id","feature_mz","feature_rt","Pt_vs_wt_p_value","Pt_vs_wt_p_value_minus_log10","Pt_vs_wt_fold_change","Pt_vs_wt_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"217_408.25_1.9",217,408.249235064229,1.8913196,0.00710878081774376,2.14820487599709,0.807010315925415,-0.30934097945207,"Amino acids and Peptides","Oligopeptides","Tripeptides","2-((3-Aziridin-1-ylpropionyl)methyl)-2-ethylpropane-1,3-diyl bis(aziridine-1-propionate)",NA,"C/C=C(\C)C(=O)OC1CC2C(O)C(OC(=O)C(C)C)C(C1)N2C","CCC(COC(=O)CCN1CC1)(COC(=O)CCN2CC2)COC(=O)CCN3CC3",NA,NA,NA,NA,"RZKWUOOSGIFSGP","InChI=1S/C17H27NO5/c1-6-10(4)17(21)22-11-7-12-14(19)15(13(8-11)18(12)5)23-16(20)9(2)3/h6,9,11-15,19H,7-8H2,1-5H3/b10-6+","RZKWUOOSGIFSGP-UXBLZVDNSA-N","InChI=1S/C21H35N3O6/c1-2-21(15-28-18(25)3-6-22-9-10-22,16-29-19(26)4-7-23-11-12-23)17-30-20(27)5-8-24-13-14-24/h2-17H2,1H3","KDRBAEZRIDZKRP"
"470_259_5",470,258.998176516778,4.965353,0.00717322919078395,2.14428529286418,0.772728176872823,-0.371967089332731,"Fatty acids","Fatty acyls","Simple phenolic acids","5-chloro-N-methoxy-4-methylthiophene-2-sulfonamide",NA,NA,"CC1=C(SC(=C1)S(=O)(=O)NOC)Cl",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H8ClNO3S2/c1-4-3-5(12-6(4)7)13(9,10)8-11-2/h3,8H,1-2H3","FGZVQHGVTJYDQR"
"534_417.25_5.7",534,417.247246944701,5.723232,0.00731964410764242,2.13551003449414,0.804788664574579,-0.313318109919383,"Amino acids and Peptides","Small peptides","Tripeptides","Cyclo-(Isoleucyl-Prolyl-Leucyl-Alanyl)",NA,NA,"CCC(C)C1C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)C)CC(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C20H34N4O4/c1-6-12(4)16-20(28)24-9-7-8-15(24)19(27)22-14(10-11(2)3)18(26)21-13(5)17(25)23-16/h11-16H,6-10H2,1-5H3,(H,21,26)(H,22,27)(H,23,25)","HUTLMPQIWUKPAS"
"698_545.36_6.9",698,545.357629111907,6.879472,0.00743327315340924,2.12881990771385,0.703429230705419,-0.507522808093692,NA,NA,NA,NA,NA,"CN(C)CCCC(=O)N1CCCC1c1cccnc1",NA,NA,NA,NA,NA,"JSMLDRQMULJGNG","InChI=1S/C15H23N3O/c1-17(2)10-5-8-15(19)18-11-4-7-14(18)13-6-3-9-16-12-13/h3,6,9,12,14H,4-5,7-8,10-11H2,1-2H3","JSMLDRQMULJGNG-UHFFFAOYSA-N",NA,NA
"666_605.22_6.6",666,605.220313215844,6.640428,0.00764313253987924,2.11672860923105,0.819256866747223,-0.287612234863424,"Shikimates and Phenylpropanoids","Flavonoids","Secoiridoid monoterpenoids","2-(4-{4-[(4-hydroxy-3,5-dimethoxyphenyl)methyl]-3-(hydroxymethyl)oxolan-2-yl}-2,6-dimethoxyphenoxy)-6-(hydroxymethyl)oxane-3,4,5-triol",NA,"COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O","COC1=CC(=CC(=C1O)OC)CC2COC(C2CO)C3=CC(=C(C(=C3)OC)OC4C(C(C(C(O4)CO)O)O)O)OC",NA,NA,NA,NA,"PQQRNPDHSJDAGV","InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(11-40-28-26(35)25(34)23(32)19(10-30)41-28)14(9-29)5-12-6-18(38-3)24(33)27(39-4)21(12)20/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3/t14-,15-,19+,20+,23+,25-,26+,28+/m0/s1","PQQRNPDHSJDAGV-HQSXISOASA-N","InChI=1S/C28H38O13/c1-35-17-6-13(7-18(36-2)22(17)31)5-15-12-39-26(16(15)10-29)14-8-19(37-3)27(20(9-14)38-4)41-28-25(34)24(33)23(32)21(11-30)40-28/h6-9,15-16,21,23-26,28-34H,5,10-12H2,1-4H3","OSPNTYPNEPEMIS"
"288_463.29_3.2",288,463.291793148436,3.2405224,0.00768005974129283,2.11463540168556,0.807421460199211,-0.308606162624885,"Amino acids and Peptides","Oligopeptides","Cyclic peptides","tert-butyl N-[(2S)-1-[3-[(1-amino-1,2-dioxohexan-3-yl)carbamoyl]-2-azabicyclo[2.2.1]heptan-2-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NA,"COC(=O)[C@]1(C)CC[C@]2(C)CC(C)=C3C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1","CCCC(C(=O)C(=O)N)NC(=O)C1C2CCC(C2)N1C(=O)C(C(C)(C)C)NC(=O)OC(C)(C)C",NA,NA,NA,NA,"CMKHWUBEVSIFHL","InChI=1S/C30H38O4/c1-17-15-27(3)10-11-28(4,26(33)34-7)16-23(27)30(6)13-12-29(5)20(24(17)30)9-8-19-18(2)25(32)22(31)14-21(19)29/h8-9,14,23,32H,10-13,15-16H2,1-7H3/t23-,27-,28-,29-,30+/m1/s1","CMKHWUBEVSIFHL-HVZOYMJXSA-N","InChI=1S/C24H40N4O6/c1-8-9-15(17(29)19(25)30)26-20(31)16-13-10-11-14(12-13)28(16)21(32)18(23(2,3)4)27-22(33)34-24(5,6)7/h13-16,18H,8-12H2,1-7H3,(H2,25,30)(H,26,31)(H,27,33)","FAQHGIFJDSUBTD"
"185_283.17_1.2",185,283.165107010919,1.2106836,0.0078365938262268,2.10587266230439,0.816221386870613,-0.292967581880251,"Fatty acids","Fatty amides","Piperidine alkaloids","2-cyclohexa-1,4-dien-1-yl-2-[[(E)-4-ethoxy-4-oxobut-2-en-2-yl]amino]acetic acid",NA,"NCCCCNC(=O)C=Cc1ccc(O)c(O)c1","CCOC(=O)C=C(C)NC(C1=CCC=CC1)C(=O)O",NA,NA,NA,NA,"KTZNZCYTXQYEHT","InChI=1S/C13H18N2O3/c14-7-1-2-8-15-13(18)6-4-10-3-5-11(16)12(17)9-10/h3-6,9,16-17H,1-2,7-8,14H2,(H,15,18)","KTZNZCYTXQYEHT-UHFFFAOYSA-N","InChI=1S/C14H19NO4/c1-3-19-12(16)9-10(2)15-13(14(17)18)11-7-5-4-6-8-11/h4-5,8-9,13,15H,3,6-7H2,1-2H3,(H,17,18)","VJKNZMGRRRECHM"
"279_527.28_3.1",279,527.284442450265,3.1149716,0.00797479488964643,2.09828047810655,0.80122122714217,-0.319727451211697,"Amino acids and Peptides","Oligopeptides","Linear peptides","Cbz-Val-Leu-Ala((S)-2-oxopyrrolidin-3-yl)-ol",NA,NA,"CC(C)CC(C(=O)NC(CC1CCNC1=O)CO)NC(=O)C(C(C)C)NC(=O)OCC2=CC=CC=C2",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C26H40N4O6/c1-16(2)12-21(24(33)28-20(14-31)13-19-10-11-27-23(19)32)29-25(34)22(17(3)4)30-26(35)36-15-18-8-6-5-7-9-18/h5-9,16-17,19-22,31H,10-15H2,1-4H3,(H,27,32)(H,28,33)(H,29,34)(H,30,35)","GLZAWCKOCLSXEU"
"380_313.14_4.1",380,313.142452896645,4.144522,0.00816378625815721,2.08810837437709,0.772074729297791,-0.373187601837518,"Alkaloids","Pseudoalkaloids (transamidation)","Purine alkaloids","1,3-dimethyl-7-phenyl-1H,2H,3H,4H,8H-imidazo[1,2-g]purine-2,4-dione",NA,NA,"CN1C2=C(C(=O)N(C1=O)C)N3C=C(NC3=N2)C4=CC=CC=C4",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C15H13N5O2/c1-18-12-11(13(21)19(2)15(18)22)20-8-10(16-14(20)17-12)9-6-4-3-5-7-9/h3-8H,1-2H3,(H,16,17)","UKMQTJFZUOZSRV"
"228_285.18_2",228,285.180637093893,2.0058987,0.00830666022257762,2.08057355364666,0.803653576154992,-0.315354349287253,"Amino acids and Peptides","Small peptides","N-acyl amines","Collacyclumin B",NA,NA,"CC(=O)CC(C)(C)NC(=O)C(=O)NC(C)(C)CC(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H24N2O4/c1-9(17)7-13(3,4)15-11(19)12(20)16-14(5,6)8-10(2)18/h7-8H2,1-6H3,(H,15,19)(H,16,20)","YLSPVSWMAHXPCB"
"511_196.06_5.1",511,196.063885888391,5.141709,0.0083350234017932,2.0790931764892,0.811417835367515,-0.30148308084025,NA,NA,NA,NA,"C1COCCN1CCS(=O)(=O)O",NA,NA,"InChI=1S/C6H13NO4S/c8-12(9,10)6-3-7-1-4-11-5-2-7/h1-6H2,(H,8,9,10)",NA,"SXGZJKUKBWWHRA-UHFFFAOYSA-N","SXGZJKUKBWWHRA",NA,NA,NA,NA,NA
"281_505.3_3.1",281,505.302417922687,3.1151292,0.00851660338414516,2.06973357725699,0.810196672809195,-0.303655934488451,"Amino acids and Peptides","Linear polyketides","Cyclic peptides","(1-Amino-2-hydroxy-4-phenylbutyl)-[2-hydroxy-1-[(2-methylpropan-2-yl)oxycarbonylamino]-4-phenylbutyl]carbamic acid",NA,NA,"CC(C)(C)OC(=O)NC(C(CCC1=CC=CC=C1)O)N(C(C(CCC2=CC=CC=C2)O)N)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C26H37N3O6/c1-26(2,3)35-24(32)28-23(21(31)17-15-19-12-8-5-9-13-19)29(25(33)34)22(27)20(30)16-14-18-10-6-4-7-11-18/h4-13,20-23,30-31H,14-17,27H2,1-3H3,(H,28,32)(H,33,34)","BMTZVUJLMRUNAN"
"575_353.14_6.4",575,353.1418439123,6.407959,0.00863173687185405,2.06390180706977,0.730608822522606,-0.452828919708152,"Amino acids and Peptides","Small peptides","Tripeptides","4-Amino-2-[[3-hydroxy-2-(pyrrolidine-2-carbonylamino)butanoyl]amino]-4-oxobutanoic acid",NA,NA,"CC(C(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C1CCCN1)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C13H22N4O6/c1-6(18)10(17-11(20)7-3-2-4-15-7)12(21)16-8(13(22)23)5-9(14)19/h6-8,10,15,18H,2-5H2,1H3,(H2,14,19)(H,16,21)(H,17,20)(H,22,23)","WVXQQUWOKUZIEG"
"695_365.11_6.9",695,365.106361294218,6.8684006,0.00912234722677206,2.03989340109299,0.814995325641557,-0.295136310013689,"Carbohydrates","Saccharides","Disaccharides","Sucrose",NA,"OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O","C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O",NA,NA,NA,NA,"CZMRCDWAGMRECN","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1","CZMRCDWAGMRECN-UGDNZRGBSA-N","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2","CZMRCDWAGMRECN"
"542_362.93_5.8",542,362.926279787387,5.8436103,0.00952781874243015,2.02100651348069,0.817998036111493,-0.289830715406904,"Alkaloids","Oligopeptides","Imidazole alkaloids","(1E)-1,3,4,4-tetrachloro-N-ethyl-1-(ethylamino)buta-1,3-diene-2-sulfonamide",NA,NA,"CCNC(=C(C(=C(Cl)Cl)Cl)S(=O)(=O)NCC)Cl",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H12Cl4N2O2S/c1-3-13-8(12)6(5(9)7(10)11)17(15,16)14-4-2/h13-14H,3-4H2,1-2H3","VXDSHNIADSPIEH"
"299_201.16_3.5",299,201.15983414387,3.5225582,0.0095787409988218,2.01869156954319,0.798952017764885,-0.323819232298911,"Amino acids and Peptides","Small peptides","N-acyl amines","1,4,10-Trioxa-7,13-diazacyclopentadecane",NA,NA,"C1COCCNCCOCCOCCN1",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H22N2O3/c1-5-13-6-2-12-4-8-15-10-9-14-7-3-11-1/h11-12H,1-10H2","STHIZMRUXPMSCW"
"244_374.14_2.2",244,374.144538125465,2.2429333,0.00968941290935704,2.01370253646326,1.28114943926539,0.357438768195238,"Amino acids and Peptides","Amino acid glycosides","Cyanogenic glycosides","Proacaciberin",NA,NA,"CC(=C)C(C#N)OC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C16H25NO10/c1-6(2)8(3-17)26-16-14(23)12(21)11(20)9(27-16)5-25-15-13(22)10(19)7(18)4-24-15/h7-16,18-23H,1,4-5H2,2H3","BHUCUDQLYLLDIA"
"469_305_5",469,305.003458831461,4.965327,0.00970950032076869,2.01280311957878,0.796582620974718,-0.328104090087463,"Amino acids and Peptides","Fatty Acids and Conjugates","Aminoacids","2-[(3R)-1,1-dioxothiolan-3-yl]-N'-(2-sulfanylacetyl)acetohydrazide",NA,NA,"C1CS(=O)(=O)CC1CC(=O)NNC(=O)CS",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H14N2O4S2/c11-7(9-10-8(12)4-15)3-6-1-2-16(13,14)5-6/h6,15H,1-5H2,(H,9,11)(H,10,12)","FLBPAKMVVCXUSF"
"735_529.17_7.8",735,529.174415753012,7.7654862,0.0097782859050879,2.0097372686485,0.799337830953752,-0.32312272435882,"Carbohydrates","Saccharides","Disaccharides","1,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})hexane-2,3,4,5-tetrol",NA,NA,"C(C1C(C(C(C(O1)OCC(C(C(C(COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C18H34O16/c19-1-7-11(25)13(27)15(29)17(33-7)31-3-5(21)9(23)10(24)6(22)4-32-18-16(30)14(28)12(26)8(2-20)34-18/h5-30H,1-4H2","MCJYGWIJVVVJHZ"
"210_394.23_1.6",210,394.233537433486,1.5713011,0.0101423706269627,1.99386052331844,0.817258657144528,-0.291135340480225,"Amino acids and Peptides","Small peptides","Tripeptides","Unk-Ala(tBu)-Ala((S)-2-oxopyrrolidin-3-yl)-MeOH",NA,"C/C=C(\C)C(=O)OC1CC2C(O)C(OC(=O)CC)C(C1)N2C","CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2CCCO2",NA,NA,NA,NA,"HGOLJZZEGFBRMR","InChI=1S/C16H25NO5/c1-5-9(3)16(20)21-10-7-11-14(19)15(22-13(18)6-2)12(8-10)17(11)4/h5,10-12,14-15,19H,6-8H2,1-4H3/b9-5+","HGOLJZZEGFBRMR-WEVVVXLNSA-N","InChI=1S/C20H33N3O6/c1-20(2,3)10-14(23-19(28)16-5-4-8-29-16)18(27)22-13(15(25)11-24)9-12-6-7-21-17(12)26/h12-14,16,24H,4-11H2,1-3H3,(H,21,26)(H,22,27)(H,23,28)","PFJSVGDZMGOTSD"
"148_154.09_0.8",148,154.086246731928,0.8012114,0.0114423343574717,1.94148536582718,0.831883165579524,-0.265547172620737,"Terpenoids","Sesquiterpenoids","4-pyrone derivatives","3-(5-methylfuran-2-yl)prop-2-enal",NA,"COC(=O)c1ccccc1|COc1ccc(C=O)cc1|Cc1ccccc1C(=O)O","CC1=CC=C(O1)C=CC=O",NA,NA,NA,NA,"QPJVMBTYPHYUOC|ZRSNZINYAWTAHE|ZWLPBLYKEWSWPD","InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3|InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3|InChI=1S/C8H8O2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3,(H,9,10)","QPJVMBTYPHYUOC-UHFFFAOYSA-N|ZRSNZINYAWTAHE-UHFFFAOYSA-N|ZWLPBLYKEWSWPD-UHFFFAOYSA-N","InChI=1S/C8H8O2/c1-7-4-5-8(10-7)3-2-6-9/h2-6H,1H3","XYYLGSWUPMPWLD"
"664_183.09_6.6",664,183.086366619033,6.6344714,0.012165885141026,1.91485628805837,0.813339028864215,-0.298071250205059,"Fatty acids","Fatty acyls","Fatty alcohols","G-Ol","C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO|O=C[C@@H](O)[C@H](O)[C@H](O)CO|O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O","C(C(C(C(C(CO)O)O)O)O)O","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",NA,"FBPFZTCFMRRESA-JGWLITMVSA-N","FBPFZTCFMRRESA","FBPFZTCFMRRESA|PYMYPHUHKUWMLA|SRBFZHDQGSBBOR","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1|InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1","FBPFZTCFMRRESA-KVTDHHQDSA-N|PYMYPHUHKUWMLA-WDCZJNDASA-N|SRBFZHDQGSBBOR-SQOUGZDYSA-N","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA"
"258_269.11_2.7",258,269.107227123604,2.718683,0.0122857813450452,1.91059721825993,0.754702451591714,-0.406020134190159,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","2-(1,4-Benzodiazepin-1-yl)ethanesulfonamide","C([C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)O)O","CCCCOC(=O)CCC(=O)OCCCC","C1=CC=C2C(=C1)C=NC=CN2CCS(=O)(=O)N","\"\"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1\"\"",NA,"OIRDTQYFTABQOQ-KQYNXXCUSA-N","OIRDTQYFTABQOQ","YUXIBTJKHLUKBD","InChI=1S/C12H22O4/c1-3-5-9-15-11(13)7-8-12(14)16-10-6-4-2/h3-10H2,1-2H3","YUXIBTJKHLUKBD-UHFFFAOYSA-N","InChI=1S/C11H13N3O2S/c12-17(15,16)8-7-14-6-5-13-9-10-3-1-2-4-11(10)14/h1-6,9H,7-8H2,(H2,12,15,16)","OFDWFBAIHJSKLR"
"690_183.09_6.8",690,183.086337777715,6.7560463,0.012362073782629,1.90790866866419,0.817522713070336,-0.290669281611518,"Fatty acids","Fatty acyls","Fatty alcohols","G-Ol","C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO|O=C[C@@H](O)[C@H](O)[C@H](O)CO|O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O","C(C(C(C(C(CO)O)O)O)O)O","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",NA,"FBPFZTCFMRRESA-JGWLITMVSA-N","FBPFZTCFMRRESA","FBPFZTCFMRRESA|PYMYPHUHKUWMLA|SRBFZHDQGSBBOR","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1|InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1","FBPFZTCFMRRESA-KVTDHHQDSA-N|PYMYPHUHKUWMLA-WDCZJNDASA-N|SRBFZHDQGSBBOR-SQOUGZDYSA-N","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA"
"260_268.1_2.7",260,268.10395886519,2.7189028,0.0123700460652296,1.90762868308408,0.775293318489186,-0.367185863119348,"Carbohydrates","Nucleosides","Purine nucleosides","Myocol","Nc1nccc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N","\"\"InChI=1S/C11H14N4O4/c12-10-7-5(1-2-13-10)15(4-14-7)11-9(18)8(17)6(3-16)19-11/h1-2,4,6,8-9,11,16-18H,3H2,(H2,12,13)/t6-,8-,9-,11-/m1/s1\"\"","DBZQFUNLCALWDY-PNHWDRBUSA-N","DBZQFUNLCALWDY-PNHWDRBUSA-N","DBZQFUNLCALWDY","OIRDTQYFTABQOQ","InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)","OIRDTQYFTABQOQ-UHFFFAOYSA-N","InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)","OIRDTQYFTABQOQ"
"540_498.9_5.8",540,498.901399248931,5.843777,0.0129754958123924,1.88687603814447,0.824394482987256,-0.278593244781614,"Alkaloids","Proline alkaloids","Pyrrole alkaloids","N-[3-(aminomethoxy)-4-bromo-2,6-dichloro-5-methoxyphenyl]thieno[3,2-d]pyrimidine-7-carboxamide","CSCC[C@H](NC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO)C(=O)O",NA,"COC1=C(C(=C(C(=C1Cl)NC(=O)C2=CSC3=CN=CN=C32)Cl)OCN)Br","InChI=1S/C17H33NO12S/c1-31-3-2-7(16(27)28)18-4-8(21)11(23)15(9(22)5-19)30-17-14(26)13(25)12(24)10(6-20)29-17/h7-15,17-26H,2-6H2,1H3,(H,27,28)/t7-,8-,9+,10+,11+,12-,13-,14+,15+,17-/m0/s1",NA,"FGTFPUKWLBRFEM-VEYUIISXSA-N","FGTFPUKWLBRFEM",NA,NA,NA,"InChI=1S/C15H11BrCl2N4O3S/c1-24-13-8(16)14(25-4-19)10(18)12(9(13)17)22-15(23)6-3-26-7-2-20-5-21-11(6)7/h2-3,5H,4,19H2,1H3,(H,22,23)","NCVYNGZPPWXNCV"
"560_294.15_6.1",560,294.15463408565,6.070807,0.0132522741140923,1.87770958961724,1.37891936381822,0.463538093674974,"Carbohydrates","Saccharides","Monosaccharides","(3S,4R,5R)-5-[(1R)-2-hydroxy-1-(oxiran-2-ylmethoxy)ethyl]-4-(oxiran-2-ylmethoxy)oxolan-3-ol","CC1(C)COC(=O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","CC(C)CC(NCC(=O)C(O)C(O)C(O)CO)C(=O)O","C1C(O1)COC2C(COC2C(CO)OCC3CO3)O","InChI=1S/C12H20O8/c1-12(2)4-18-10(17)9(12)20-11-8(16)7(15)6(14)5(3-13)19-11/h5-9,11,13-16H,3-4H2,1-2H3/t5-,6-,7+,8-,9+,11+/m1/s1",NA,"BFCZPWYLRHFBNO-DTJAAUDXSA-N","BFCZPWYLRHFBNO","BUGJJLOUCDBMAS","InChI=1S/C12H23NO7/c1-6(2)3-7(12(19)20)13-4-8(15)10(17)11(18)9(16)5-14/h6-7,9-11,13-14,16-18H,3-5H2,1-2H3,(H,19,20)","BUGJJLOUCDBMAS-UHFFFAOYSA-N","InChI=1S/C12H20O7/c13-1-10(17-4-7-2-15-7)12-11(9(14)6-19-12)18-5-8-3-16-8/h7-14H,1-6H2","VANVSEHQZDRJBA"
"308_638.35_3.8",308,638.352950385334,3.8077245,0.0133952101885405,1.87305046734826,0.784908426389512,-0.349403747252637,"Amino acids and Peptides","Oligopeptides","Linear peptides","For-DL-Met-DL-xiIle-DL-Val-DL-xiIle-DL-Leu-OH",NA,"CC1=C(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](O)C5=C(C(=O)C[C@H](O)C5)[C@H]4CC[C@]23C)OC1=O","CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCSC)NC=O",NA,NA,NA,NA,"DKRAEDZNHJHJAB","InChI=1S/C33H48O11/c1-14-16(13-42-32-30(40)29(39)28(38)26(12-34)44-32)8-25(43-31(14)41)15(2)21-4-5-22-19-11-23(36)20-9-17(35)10-24(37)27(20)18(19)6-7-33(21,22)3/h15,17-19,21-23,25-26,28-30,32,34-36,38-40H,4-13H2,1-3H3/t15-,17+,18-,19+,21+,22-,23-,25+,26+,28+,29-,30+,32+,33+/m0/s1","DKRAEDZNHJHJAB-YJKJOOOHSA-N","InChI=1S/C29H53N5O7S/c1-10-18(7)23(27(38)31-21(29(40)41)14-16(3)4)34-26(37)22(17(5)6)32-28(39)24(19(8)11-2)33-25(36)20(30-15-35)12-13-42-9/h15-24H,10-14H2,1-9H3,(H,30,35)(H,31,38)(H,32,39)(H,33,36)(H,34,37)(H,40,41)","ZISSDMCQFBCBRD"
"230_394.23_2.1",230,394.233500760459,2.1378696,0.0135074208181855,1.86942756965779,0.815613658957938,-0.294042158736046,"Fatty acids","Fatty amides","Aminoacids","6-[4-(7-carboxylato-6-hydroxyheptyl)cyclohexyl]-3-hydroxy-2-methylpiperidin-1-ium",NA,"C/C=C(\C)C(=O)OC1CC2C(O)C(OC(=O)CC)C(C1)N2C","CC1C(CCC(N1)C2CCC(CC2)CCCCCC(CC(=O)O)O)O",NA,NA,NA,NA,"HGOLJZZEGFBRMR","InChI=1S/C16H25NO5/c1-5-9(3)16(20)21-10-7-11-14(19)15(22-13(18)6-2)12(8-10)17(11)4/h5,10-12,14-15,19H,6-8H2,1-4H3/b9-5+","HGOLJZZEGFBRMR-WEVVVXLNSA-N","InChI=1S/C20H37NO4/c1-14-19(23)12-11-18(21-14)16-9-7-15(8-10-16)5-3-2-4-6-17(22)13-20(24)25/h14-19,21-23H,2-13H2,1H3,(H,24,25)","LCYHJMKSXUPWHT"
