"feature_id_full","feature_id","feature_mz","feature_rt","Pt_0m_vs_Pt_20m_p_value","Pt_0m_vs_wt_0m_p_value","Pt_0m_vs_wt_20m_p_value","Pt_20m_vs_wt_0m_p_value","Pt_20m_vs_wt_20m_p_value","wt_0m_vs_wt_20m_p_value","Pt_0m_vs_Pt_20m_p_value_minus_log10","Pt_0m_vs_wt_0m_p_value_minus_log10","Pt_0m_vs_wt_20m_p_value_minus_log10","Pt_20m_vs_wt_0m_p_value_minus_log10","Pt_20m_vs_wt_20m_p_value_minus_log10","wt_0m_vs_wt_20m_p_value_minus_log10","wt_0m_vs_wt_20m_fold_change","Pt_20m_vs_wt_20m_fold_change","Pt_0m_vs_wt_20m_fold_change","Pt_20m_vs_wt_0m_fold_change","Pt_0m_vs_wt_0m_fold_change","Pt_0m_vs_Pt_20m_fold_change","wt_0m_vs_wt_20m_fold_change_log2","Pt_20m_vs_wt_20m_fold_change_log2","Pt_0m_vs_wt_20m_fold_change_log2","Pt_20m_vs_wt_0m_fold_change_log2","Pt_0m_vs_wt_0m_fold_change_log2","Pt_0m_vs_Pt_20m_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"673_545.36_6.6",673,545.357364891445,6.6406174,0.411715437485724,0.0776931282857641,0.587300048589375,0.00478534248575757,0.0569822869484766,0.509378812108692,0.385402848598409,1.10961739148928,0.231139963226349,2.32008697442802,1.24426012460913,0.292959123714085,1.19644034394704,0.749807513316575,0.870699775009092,0.626698620712648,0.727741904904901,1.16123106203322,0.258748464041142,-0.415407812912659,-0.199752744342232,-0.674156276953801,-0.458501208383374,0.215655068570427,"Amino acids and Peptides","Linear polyketides","Open-chain polyketides","2-methyl-N-[3-[3-(6-methyl-5-oxohept-6-enoxy)-2-[(6-methyl-5-oxohept-6-enoxy)methyl]-2-(2-methylprop-2-enoylamino)propoxy]propyl]prop-2-enamide",NA,"CN(C)CCCC(=O)N1CCCC1c1cccnc1","CC(=C)C(=O)CCCCOCC(COCCCCC(=O)C(=C)C)(COCCCNC(=O)C(=C)C)NC(=O)C(=C)C",NA,NA,NA,NA,"JSMLDRQMULJGNG","InChI=1S/C15H23N3O/c1-17(2)10-5-8-15(19)18-11-4-7-14(18)13-6-3-9-16-12-13/h3,6,9,12,14H,4-5,7-8,10-11H2,1-2H3","JSMLDRQMULJGNG-UHFFFAOYSA-N","InChI=1S/C31H50N2O7/c1-23(2)27(34)14-9-11-17-38-20-31(33-30(37)26(7)8,21-39-18-12-10-15-28(35)24(3)4)22-40-19-13-16-32-29(36)25(5)6/h1,3,5,7,9-22H2,2,4,6,8H3,(H,32,36)(H,33,37)","YVFGPOQVGSADLB"
"560_294.15_6.1",560,294.15463408565,6.070807,0.424574207614281,0.241395564352872,0.00409649155634939,0.974164957972511,0.0637919398994264,0.128285859960746,0.372046392249682,0.617270714332995,2.38758793596744,0.0113674966415698,1.19523419084521,0.891821210183494,1.31779603897945,1.39490892585889,1.79009397410466,1.05851655688626,1.358399874605,1.28330526883857,0.398127095442208,0.480170931014343,0.840035326269449,0.0820438355721347,0.441908230827241,0.359864395255106,"Carbohydrates","Saccharides","Monosaccharides","(3S,4R,5R)-5-[(1R)-2-hydroxy-1-(oxiran-2-ylmethoxy)ethyl]-4-(oxiran-2-ylmethoxy)oxolan-3-ol","CC1(C)COC(=O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","CC(C)CC(NCC(=O)C(O)C(O)C(O)CO)C(=O)O","C1C(O1)COC2C(COC2C(CO)OCC3CO3)O","InChI=1S/C12H20O8/c1-12(2)4-18-10(17)9(12)20-11-8(16)7(15)6(14)5(3-13)19-11/h5-9,11,13-16H,3-4H2,1-2H3/t5-,6-,7+,8-,9+,11+/m1/s1",NA,"BFCZPWYLRHFBNO-DTJAAUDXSA-N","BFCZPWYLRHFBNO","BUGJJLOUCDBMAS","InChI=1S/C12H23NO7/c1-6(2)3-7(12(19)20)13-4-8(15)10(17)11(18)9(16)5-14/h6-7,9-11,13-14,16-18H,3-5H2,1-2H3,(H,19,20)","BUGJJLOUCDBMAS-UHFFFAOYSA-N","InChI=1S/C12H20O7/c13-1-10(17-4-7-2-15-7)12-11(9(14)6-19-12)18-5-8-3-16-8/h7-14H,1-6H2","VANVSEHQZDRJBA"
"554_196.06_6",554,196.063783899745,6.0353026,0.57580887158593,0.0332066037816059,0.999998220904185,0.00343083494105401,0.566132366645312,0.0341893971826952,0.239721648156905,1.47877553976841,7.72652182447497e-07,2.46460017553572,0.24708201513196,1.46610855648732,1.29806132302448,0.912933370181596,0.998797537672998,0.703305270705134,0.769453276171732,1.0940530495389,0.376358540758866,-0.131418524947707,-0.0017358302805616,-0.507777065706572,-0.378094371039427,0.129682694667145,"Amino acids and Peptides","Small peptides","Aminoacids","N,N-Bis(2-hydroxyethyl)-2-aminoethanesulfonic acid",NA,NA,"C(CO)N(CCO)CCS(=O)(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H15NO5S/c8-4-1-7(2-5-9)3-6-13(10,11)12/h8-9H,1-6H2,(H,10,11,12)","AJTVSSFTXWNIRG"
"401_1054.72_4.2",401,1054.71775565825,4.183921,0.63177324231407,0.0181438722503089,0.619181761743089,0.143502760503868,0.999996175383739,0.148518763037091,0.199438771848775,1.74127002061243,0.208181844461775,0.843139744504441,1.66101291398057e-06,0.828218676523732,0.837369198711222,1.00181158757672,1.11525664998694,1.19637979175564,1.3318577417266,1.1132399183809,-0.25606424306641,0.00261120391426518,0.157375750554508,0.258675446980676,0.413439993620919,0.154764546640243,"Amino acids and Peptides","Oligopeptides","Lipopeptides","H-Lys-Leu-Leu-Glu-Pro-Val-Leu-Leu-Leu-OH",NA,NA,"CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCCCN)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C51H92N10O12/c1-27(2)22-35(55-43(64)33(53)16-13-14-20-52)45(66)56-36(23-28(3)4)44(65)54-34(18-19-41(62)63)50(71)61-21-15-17-40(61)48(69)60-42(32(11)12)49(70)58-38(25-30(7)8)46(67)57-37(24-29(5)6)47(68)59-39(51(72)73)26-31(9)10/h27-40,42H,13-26,52-53H2,1-12H3,(H,54,65)(H,55,64)(H,56,66)(H,57,67)(H,58,70)(H,59,68)(H,60,69)(H,62,63)(H,72,73)","QDULYVSUVVQINY"
"56_871.57_0.5",56,871.57307057985,0.50017726,0.703900410999673,0.0516404650462553,0.943898004575442,0.00775085737101611,0.394484518822407,0.130620940606721,0.152488781216928,1.28700985536547,0.0250749320189256,2.11065025479609,0.403970035602664,0.883987193191724,0.815066514217784,1.1837335497662,1.05525617881772,1.45231527625967,1.29468719473827,0.89146428182773,-0.295010298345365,0.24334437683569,0.077593276700089,0.538354675181055,0.372603575045454,-0.165751100135601,"Alkaloids","Tryptophan alkaloids","Pyrrole alkaloids",NA,NA,"C=CC1=C(C)C2=NC1=CC1=NC(=Cc3[nH]c4c(c3C)=C(O)C(C(=O)OC)C=4C3=NC(=C2)C(C)C3CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C(CC)=C1C","CCC1=C(C2=NC1=CC3=C(C4=C(C(C(=C5C(C(C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C4=N3)C(=O)OC)O)C)C",NA,NA,NA,NA,"REFBLEJUPUPWLM","InChI=1S/C55H74N4O5/c1-13-39-35(8)42-28-44-37(10)41(24-25-48(60)64-27-26-34(7)23-17-22-33(6)21-16-20-32(5)19-15-18-31(3)4)52(58-44)50-51(55(62)63-12)54(61)49-38(11)45(59-53(49)50)30-47-40(14-2)36(9)43(57-47)29-46(39)56-42/h13,26,28-33,37,41,51,59,61H,1,14-25,27H2,2-12H3","REFBLEJUPUPWLM-UHFFFAOYSA-N","InChI=1S/C55H74N4O5/c1-13-39-35(8)42-28-44-37(10)41(24-25-48(60)64-27-26-34(7)23-17-22-33(6)21-16-20-32(5)19-15-18-31(3)4)52(58-44)50-51(55(62)63-12)54(61)49-38(11)45(59-53(49)50)30-47-40(14-2)36(9)43(57-47)29-46(39)56-42/h13,26,28-33,37,41,51,58,61H,1,14-25,27H2,2-12H3","FDHFJXKRMIVNCQ"
"400_1113.76_4.2",400,1113.75845301072,4.1879044,0.7523566817317,0.0339324196411002,0.973076357809417,0.180566280199115,0.508561197797359,0.0161191360630881,0.123576217675713,1.46938517073181,0.0118530790799164,0.743363348655653,0.293656778696974,1.7926582387771,0.699615591419007,0.855327221498034,0.951970606388836,1.22256740985889,1.36070524737447,1.11298995572892,-0.515365653809276,-0.225451639193771,-0.0710110661773889,0.289914014615505,0.444354587631887,0.154440573016382,"Amino acids and Peptides","Oligopeptides","Linear peptides","methyl 2-[[(2S)-2-[[(E,2S,4R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]-methylamino]-4-methylpentanoyl]amino]propanoyl]amino]propanoyl]-methylamino]-4-methylpentanoyl]-methylamino]-4-methylpentanoyl]-methylamino]-3-methylbutanoyl]-methylamino]-4-methyloct-6-enoyl]amino]butanoyl]-methylamino]acetate",NA,NA,"CCC(C(=O)N(C)CC(=O)OC)NC(=O)C(CC(C)CC=CC)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C56H102N10O11/c1-23-25-26-37(13)30-42(50(70)60-40(24-2)52(72)61(16)31-45(67)77-22)63(18)56(76)47(36(11)12)66(21)54(74)44(29-34(7)8)65(20)53(73)43(28-33(5)6)64(19)51(71)39(15)59-48(68)38(14)58-49(69)41(27-32(3)4)62(17)55(75)46(57)35(9)10/h23,25,32-44,46-47H,24,26-31,57H2,1-22H3,(H,58,69)(H,59,68)(H,60,70)","UBEJVRSXVOGSQN"
"469_305_5",469,305.003458831461,4.965327,0.754254622248888,0.12944438943753,0.762108871972822,0.0236267116474038,0.248848237961468,0.51100413396893,0.12248201968657,0.88791676862908,0.117982982571724,1.62659671902631,0.604065430050842,0.291575586455048,1.18056145022398,0.824401552906008,0.904386392963096,0.698313122751551,0.766064648978256,1.09702169989266,0.239473138242596,-0.27858087243658,-0.144988808848718,-0.518054010679176,-0.384461947091314,0.133592063587862,"Amino acids and Peptides","Fatty Acids and Conjugates","Aminoacids","2-[(3R)-1,1-dioxothiolan-3-yl]-N'-(2-sulfanylacetyl)acetohydrazide",NA,NA,"C1CS(=O)(=O)CC1CC(=O)NNC(=O)CS",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H14N2O4S2/c11-7(9-10-8(12)4-15)3-6-1-2-16(13,14)5-6/h6,15H,1-5H2,(H,9,11)(H,10,12)","FLBPAKMVVCXUSF"
"389_1171.8_4.2",389,1171.79651528028,4.1867576,0.767423328121052,0.0433224338723991,0.74607438011903,0.214328935277192,0.999976970044629,0.227239945381663,0.114965003260899,1.36328715251624,0.127217873244514,0.668919193480248,1.00018977083485e-05,0.64351532377977,0.836701771750894,1.0037687488501,1.10710416947955,1.19967326799082,1.32317655687857,1.1029474375924,-0.257214604829834,0.00542693530965893,0.146790974351669,0.262641540139493,0.404005579181503,0.14136403904201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256_461.28_2.6",256,461.275873923599,2.6267776,0.772782816719012,0.00270568078330602,0.00690969892365412,0.0141771785130551,0.0370968109911461,0.944918009672168,0.111942543278745,2.56772344285534,2.16054087572918,1.84841019215265,1.43066342268887,0.0246058734925881,1.07137490684607,0.724207407252288,0.667793816801481,0.675960770244487,0.6233054484796,0.922102991648697,0.0994634115559701,-0.465525161995543,-0.582525359544342,-0.564988573551512,-0.681988771100312,-0.117000197548799,"Amino acids and Peptides","Oligopeptides","Dipeptides","N-[(2S,4aS,12aS)-2-[2-(cyclopropylmethylamino)-2-oxoethyl]-5-methyl-6-oxo-2,3,4,4a,12,12a-hexahydropyrano[2,3-c][1,5]benzoxazocin-8-yl]butanamide",NA,NA,"CCCC(=O)NC1=CC2=C(C=C1)OCC3C(CCC(O3)CC(=O)NCC4CC4)N(C2=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C24H33N3O5/c1-3-4-22(28)26-16-7-10-20-18(11-16)24(30)27(2)19-9-8-17(32-21(19)14-31-20)12-23(29)25-13-15-5-6-15/h7,10-11,15,17,19,21H,3-6,8-9,12-14H2,1-2H3,(H,25,29)(H,26,28)","KICHFZXSYRHWSE"
"695_365.11_6.9",695,365.106361294218,6.8684006,0.799219477078896,0.0248991162651588,0.864757455131472,0.00508854319660956,0.372249474628042,0.0943346151440017,0.0973339408421137,1.6038160668792,0.0631056852158803,2.29340653440794,0.429165906514143,1.02532891799907,1.26387523293013,0.880609400068721,0.941399709800685,0.696753427177415,0.744851774346565,1.06903209269311,0.337854050763967,-0.183425850476119,-0.0871206865905728,-0.521279901240086,-0.42497473735454,0.0963051638855459,"Carbohydrates","Saccharides","Disaccharides","Sucrose",NA,"OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O","C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O",NA,NA,NA,NA,"CZMRCDWAGMRECN","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1","CZMRCDWAGMRECN-UGDNZRGBSA-N","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2","CZMRCDWAGMRECN"
"666_605.22_6.6",666,605.220313215844,6.640428,0.816955201790594,0.0311840767643498,0.802634218224454,0.00674781081450404,0.328093486910036,0.144136365874578,0.0878017576029143,1.50606710914319,0.0954823291906665,2.17083710204152,0.484002390848658,0.841226432051198,1.22869370626669,0.875703339209684,0.932742821693279,0.712710852788896,0.759133718139859,1.06513562290978,0.297125319678524,-0.191485882067527,-0.100448742656734,-0.488611201746051,-0.397574062335257,0.0910371394107932,"Shikimates and Phenylpropanoids","Flavonoids","Secoiridoid monoterpenoids","2-(4-{4-[(4-hydroxy-3,5-dimethoxyphenyl)methyl]-3-(hydroxymethyl)oxolan-2-yl}-2,6-dimethoxyphenoxy)-6-(hydroxymethyl)oxane-3,4,5-triol",NA,"COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O","COC1=CC(=CC(=C1O)OC)CC2COC(C2CO)C3=CC(=C(C(=C3)OC)OC4C(C(C(C(O4)CO)O)O)O)OC",NA,NA,NA,NA,"PQQRNPDHSJDAGV","InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(11-40-28-26(35)25(34)23(32)19(10-30)41-28)14(9-29)5-12-6-18(38-3)24(33)27(39-4)21(12)20/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3/t14-,15-,19+,20+,23+,25-,26+,28+/m0/s1","PQQRNPDHSJDAGV-HQSXISOASA-N","InChI=1S/C28H38O13/c1-35-17-6-13(7-18(36-2)22(17)31)5-15-12-39-26(16(15)10-29)14-8-19(37-3)27(20(9-14)38-4)41-28-25(34)24(33)23(32)21(11-30)40-28/h6-9,15-16,21,23-26,28-34H,5,10-12H2,1-4H3","OSPNTYPNEPEMIS"
"153_172.1_0.8",153,172.096785342606,0.82863134,0.848733127246639,0.00738624927127185,0.639982264198151,0.0304079573912742,0.979308226937954,0.0595409824164561,0.0712288463686041,2.13157603985982,0.193832061434245,1.51701275195361,0.00908059707285054,1.22518400384237,1.28049135490197,0.971245872273121,0.916206394335552,0.75849467359151,0.715511581416098,0.94333105600876,0.356697512769699,-0.0420915327067863,-0.126255463221139,-0.398789045476485,-0.482952975990838,-0.0841639305143529,"Polyketides","Cyclic polyketides","2-pyrone derivatives","Musacin D",NA,"COc1cccc(OC)c1O","CC=CC(C1C=CC(=O)O1)O",NA,NA,NA,NA,"KLIDCXVFHGNTTM","InChI=1S/C8H10O3/c1-10-6-4-3-5-7(11-2)8(6)9/h3-5,9H,1-2H3","KLIDCXVFHGNTTM-UHFFFAOYSA-N","InChI=1S/C8H10O3/c1-2-3-6(9)7-4-5-8(10)11-7/h2-7,9H,1H3","SMKPKIFBQCUYGS"
"520_322.15_5.3",520,322.152675502547,5.3421707,0.855241992204525,0.00071369364459184,0.364253335542989,0.00261182384548897,0.801625590527622,0.0124051677432991,0.0679109835067328,3.14648817059768,0.438596462615538,2.58305611740918,0.0960284271460679,1.90639735880035,1.34209205539135,0.942183617049206,0.896715336616457,0.702026074339939,0.668147414340353,0.951741593029234,0.424483630779354,-0.085919848646074,-0.157278022374584,-0.510403479425427,-0.581761653153937,-0.0713581737285099,"Amino acids and Peptides","Small peptides","Dipeptides","2-amino-N-[4-[bis(2-methoxyethyl)amino]-2-fluorophenyl]acetamide",NA,NA,"COCCN(CCOC)C1=CC(=C(C=C1)NC(=O)CN)F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H22FN3O3/c1-20-7-5-18(6-8-21-2)11-3-4-13(12(15)9-11)17-14(19)10-16/h3-4,9H,5-8,10,16H2,1-2H3,(H,17,19)","GHDWUUFSJRFYPM"
"158_167.08_0.9",158,167.081545359331,0.89801574,0.861435432029963,0.0443901725687068,0.0890951743890146,0.163412461129476,0.299380194746051,0.976011979399743,0.0647772690737347,1.35271316663286,1.05014581776982,0.786714829116797,0.523776933441874,0.0105448518463439,1.05041280438755,0.821464992997542,0.763812145099608,0.782040155609584,0.727154259648377,0.929817036161751,0.0709564077046663,-0.283728999328517,-0.388710234974498,-0.354685407033184,-0.459666642679164,-0.10498123564598,"Amino acids and Peptides","Nicotinic acid alkaloids","Pyridine alkaloids","N-Methoxy-N-methylnicotinamide",NA,NA,"CN(C(=O)C1=CN=CC=C1)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H10N2O2/c1-10(12-2)8(11)7-4-3-5-9-6-7/h3-6H,1-2H3","KFEZCMOHRDCFIQ"
"658_261.09_6.6",658,261.087836288417,6.6234703,0.875201254308881,0.0406408085819507,0.612941968920638,0.143334239896727,0.95889486954585,0.300697739773891,0.0578920685940137,1.39103765999613,0.212580640931098,0.843650052296582,0.0182290050075514,0.521869836307251,0.824878976273191,1.06028521565544,1.16697882812249,1.28538276056666,1.41472732569195,1.10062727546483,-0.27774562781774,0.0844524005082614,0.222778387232262,0.362198028326001,0.500524015050001,0.138325986724,NA,NA,NA,NA,"C1CN(CCN1CCO)CCS(=O)(=O)O",NA,NA,"InChI=1S/C8H18N2O4S/c11-7-5-9-1-3-10(4-2-9)6-8-15(12,13)14/h11H,1-8H2,(H,12,13,14)",NA,"JKMHFZQWWAIEOD-UHFFFAOYSA-N","JKMHFZQWWAIEOD",NA,NA,NA,NA,NA
"577_484.2_6.4",577,484.200400372778,6.432803,0.882268227275026,0.110088175249906,0.859097663990705,0.0315227334820372,0.456929196034709,0.358038955942153,0.0543993605415914,0.958259326800345,0.0659574618716169,1.50137612986609,0.34015109129499,0.446069717964249,1.29668867224513,0.831521157622391,0.905033806561356,0.641265074200629,0.697957671670215,1.08840743048459,0.374832138091498,-0.266175122284543,-0.143956411368334,-0.641007260376041,-0.518788549459831,0.12221871091621,"Carbohydrates","Aminosugars and aminoglycosides","Aminoglycosides",NA,NA,NA,"CC(C(=O)NC(CCC(=O)[O-])C(=O)NCC(CCC(C(=O)O)N)C(=O)NC(C)C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C18H31N5O9/c1-8(19)14(26)23-12(5-6-13(24)25)16(28)21-7-10(3-4-11(20)18(31)32)15(27)22-9(2)17(29)30/h8-12H,3-7,19-20H2,1-2H3,(H,21,28)(H,22,27)(H,23,26)(H,24,25)(H,29,30)(H,31,32)/p-1","CKDFIMYSHASPFZ"
"657_499.19_6.6",657,499.186631958234,6.622976,0.887508505431351,0.0204282072481152,0.713362124448796,0.00583132049616741,0.324511997127731,0.127469390690558,0.0518274761948945,1.6897697447926,0.14668995300097,2.23423308859235,0.488769242807958,0.894594090133091,0.829083603480843,1.18052738315678,1.10064361032474,1.42389425891482,1.32754236810833,0.93233213056149,-0.270410506742055,0.239431506273297,0.138347398192746,0.509842013015352,0.408757904934801,-0.101084108080551,"Amino acids and Peptides","Tyrosine alkaloids","Dipeptides","Muraglitazar",NA,NA,"CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C29H28N2O7/c1-20-26(30-28(37-20)22-6-4-3-5-7-22)16-17-36-24-10-8-21(9-11-24)18-31(19-27(32)33)29(34)38-25-14-12-23(35-2)13-15-25/h3-15H,16-19H2,1-2H3,(H,32,33)","IRLWJILLXJGJTD"
"69_393.29_0.5",69,393.285771947492,0.525421,0.888795614262235,0.462274084151334,0.158388022833899,0.171560917807613,0.0480173864565715,0.867644348725174,0.0511980970762007,0.335100453145422,0.800277662480189,0.765581639060876,1.3186014818962,0.0616582575864099,0.914492208663129,0.732749918555086,0.782818526554993,0.801264255303249,0.856014429799652,1.06832973533267,-0.128957216407027,-0.44860719232762,-0.353250195012669,-0.319649975920592,-0.224292978605641,0.0953569973149512,"Alkaloids","Fatty amides","N-acyl amines","1,3,5-Tris(2,2-dimethylpropionylamino)benzene",NA,NA,"CC(C)(C)C(=O)NC1=CC(=CC(=C1)NC(=O)C(C)(C)C)NC(=O)C(C)(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C21H33N3O3/c1-19(2,3)16(25)22-13-10-14(23-17(26)20(4,5)6)12-15(11-13)24-18(27)21(7,8)9/h10-12H,1-9H3,(H,22,25)(H,23,26)(H,24,27)","CPEULHAPWXMDDV"
"690_183.09_6.8",690,183.086337777715,6.7560463,0.890983563615028,0.0768144317801033,0.810430666725753,0.0224437097455955,0.414497327930415,0.307685444621605,0.0501303075199563,1.11455717770744,0.0912841336179325,1.64890535646748,0.382478264797221,0.511893048016548,1.20876604973702,0.868704096168512,0.922496462460078,0.718670164799473,0.763172048603431,1.06192254247312,0.273535045625411,-0.203063254658523,-0.116384716073232,-0.476598300283934,-0.389919761698643,0.0866785385852911,"Fatty acids","Fatty acyls","Fatty alcohols","G-Ol","C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO|O=C[C@@H](O)[C@H](O)[C@H](O)CO|O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O","C(C(C(C(C(CO)O)O)O)O)O","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",NA,"FBPFZTCFMRRESA-JGWLITMVSA-N","FBPFZTCFMRRESA","FBPFZTCFMRRESA|PYMYPHUHKUWMLA|SRBFZHDQGSBBOR","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1|InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1","FBPFZTCFMRRESA-KVTDHHQDSA-N|PYMYPHUHKUWMLA-WDCZJNDASA-N|SRBFZHDQGSBBOR-SQOUGZDYSA-N","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA"
"273_519.32_2.9",273,519.318036963313,2.8882504,0.891401947103527,0.0136690706980598,0.65907184962359,0.00400416787682956,0.288844330310009,0.102227686613928,0.0499264216124249,1.86426101026199,0.181067237615213,2.39748772278804,0.539336152752111,0.990431467065903,1.33965353196405,0.842783532673523,0.896128220915112,0.629105595263821,0.668925359828903,1.06329583596913,0.4218599317664,-0.246765969581626,-0.15822292237713,-0.668625901348026,-0.580082854143531,0.0885430472044956,"Amino acids and Peptides","Oligopeptides","Open-chain polyketides","Glidobactin D",NA,"O=C(CCc1ccc(O)c(O)c1)NCCCCNCCCNC(=O)CCc1ccc(O)c(O)c1","CCC(CCCCC=CC=CC(=O)NC(C(C)O)C(=O)NC1CC(CCNC(=O)C=CC(NC1=O)C)O)O",NA,NA,NA,NA,"RNEHQZRKZJSYOL","InChI=1S/C25H35N3O6/c29-20-8-4-18(16-22(20)31)6-10-24(33)27-14-2-1-12-26-13-3-15-28-25(34)11-7-19-5-9-21(30)23(32)17-19/h4-5,8-9,16-17,26,29-32H,1-3,6-7,10-15H2,(H,27,33)(H,28,34)","RNEHQZRKZJSYOL-UHFFFAOYSA-N","InChI=1S/C27H44N4O7/c1-4-20(33)11-9-7-5-6-8-10-12-24(36)31-25(19(3)32)27(38)30-22-17-21(34)15-16-28-23(35)14-13-18(2)29-26(22)37/h6,8,10,12-14,18-22,25,32-34H,4-5,7,9,11,15-17H2,1-3H3,(H,28,35)(H,29,37)(H,30,38)(H,31,36)","CWHSSBGVAAMVCC"
